"id","lon","lat"
"89a8a021287ffff",-43.6769623245518,-22.9717558250709
"89a8a02128bffff",-43.6708204634462,-22.971922722958
"89a8a021297ffff",-43.677038648882,-22.9748535754221
"89a8a02129bffff",-43.6708967581977,-22.9750204798127
"89a8a0212b3ffff",-43.6799950710816,-22.970123371829
"89a8a0212d7ffff",-43.6677876577718,-22.9735549775199
"89a8a021313ffff",-43.6919730197048,-22.9573963548184
"89a8a02131bffff",-43.688864021041,-22.9559309512325
"89a8a021343ffff",-43.6826460385685,-22.9529998739374
"89a8a02134bffff",-43.6795370547936,-22.9515342001185
"89a8a02134fffff",-43.6825696899973,-22.9499013459435
"89a8a021353ffff",-43.6827223879496,-22.956098289898
"89a8a02135bffff",-43.6796133889331,-22.9546326753335
"89a8a02136fffff",-43.6885585100089,-22.9435366411238
"89a8a02138bffff",-43.6920494144517,-22.9604945936378
"89a8a02138fffff",-43.6950820231575,-22.9588616683722
"89a8a021393ffff",-43.6952348436921,-22.9650579159003
"89a8a0213c3ffff",-43.6859077571278,-22.9606620595266
"89a8a0213d7ffff",-43.6890167810973,-22.9621274350041
"89a8a02146fffff",-43.6896278508327,-22.9869088924502
"89a8a02162fffff",-43.6771149738306,-22.9779512143921
"89a8a021643ffff",-43.6619507292146,-22.9861116929387
"89a8a021663ffff",-43.667940219013,-22.9797502733926
"89a8a021667ffff",-43.670973053611,-22.9781181246806
"89a8a02166bffff",-43.6648310935017,-22.9782847990876
"89a8a02167bffff",-43.66490736017,-22.9813823381285
"89a8a02193bffff",-43.7585309393119,-22.9152523758347
"89a8a021967ffff",-43.7553455070618,-22.910687741702
"89a8a021a4bffff",-43.7002299591172,-22.9184074189929
"89a8a021a53ffff",-43.7034152098961,-22.922972857554
"89a8a021a5bffff",-43.7003063889297,-22.9215070461
"89a8a021acbffff",-43.7034916557141,-22.9260723139792
"89a8a021b6bffff",-43.7274437627111,-22.900599910935
"89a8a028003ffff",-43.604846997197,-22.9132310531465
"89a8a028007ffff",-43.6078798580728,-22.9115988886892
"89a8a02800bffff",-43.6017381575014,-22.9117630735839
"89a8a02800fffff",-43.6047710283223,-22.9101309401083
"89a8a028013ffff",-43.6049229669149,-22.9163310541763
"89a8a028017ffff",-43.6079558423322,-22.9146989428884
"89a8a02801bffff",-43.601814112213,-22.9148631335823
"89a8a028023ffff",-43.6108366969515,-22.9068664218251
"89a8a028027ffff",-43.6138694951423,-22.9052340368619
"89a8a02802bffff",-43.607727892003,-22.9053984453826
"89a8a028033ffff",-43.6109126947811,-22.90996664037
"89a8a028037ffff",-43.613945507273,-22.9083343086377
"89a8a02803bffff",-43.6078038747146,-22.9084987229536
"89a8a028043ffff",-43.5955964186126,-22.9119270228519
"89a8a028047ffff",-43.5986293234031,-22.9102950043049
"89a8a02804bffff",-43.5924875802128,-22.9104588330594
"89a8a02804fffff",-43.595520494474,-22.9088268454106
"89a8a028053ffff",-43.5956723436662,-22.9150270887447
"89a8a028057ffff",-43.5987052627645,-22.9133951231387
"89a8a02805bffff",-43.5925634900438,-22.9135589577801
"89a8a028063ffff",-43.6015862506972,-22.9055626183962
"89a8a028067ffff",-43.6046190925822,-22.9039303793487
"89a8a02806bffff",-43.5984774468464,-22.9040944315862
"89a8a02806fffff",-43.6015102983212,-22.9024622234298
"89a8a028073ffff",-43.6016622036596,-22.9086629020102
"89a8a028077ffff",-43.6046950602592,-22.9070307154541
"89a8a02807bffff",-43.5985533848226,-22.9071947739694
"89a8a028087ffff",-43.6111406926836,-22.9192666262629
"89a8a028097ffff",-43.6112166934426,-22.9223663979838
"89a8a02809bffff",-43.6050749086962,-22.9225307213521
"89a8a0280a3ffff",-43.6140975338972,-22.9145345166779
"89a8a0280a7ffff",-43.6171303510507,-22.9129022065275
"89a8a0280abffff",-43.6109886933407,-22.9130667477217
"89a8a0280afffff",-43.6140215203073,-22.911434468436
"89a8a0280b3ffff",-43.6141735482519,-22.9176344530182
"89a8a0280b7ffff",-43.6172063799201,-22.9160021958865
"89a8a0280bbffff",-43.6110646926609,-22.9161667428039
"89a8a0280c3ffff",-43.5988571437149,-22.9195950255601
"89a8a0280c7ffff",-43.601890067292,-22.9179630817229
"89a8a0280cfffff",-43.5987812029156,-22.9164951301539
"89a8a0280d3ffff",-43.5989330853295,-22.9226948089728
"89a8a0280d7ffff",-43.6019660233906,-22.9210629182986
"89a8a02812fffff",-43.631989675323,-22.892337267694
"89a8a02814bffff",-43.6137174726468,-22.8990331586028
"89a8a028153ffff",-43.6169022688001,-22.9036015683044
"89a8a02815bffff",-43.6137934836388,-22.9021336536758
"89a8a028167ffff",-43.6258483068505,-22.8925023583113
"89a8a02816bffff",-43.6197068994854,-22.8926672136373
"89a8a028193ffff",-43.6294135502417,-22.9125724182536
"89a8a028197ffff",-43.6324462744418,-22.9109397949592
"89a8a02819bffff",-43.6263047284839,-22.9111049215171
"89a8a0281c3ffff",-43.6200871011512,-22.9081696587599
"89a8a0281c7ffff",-43.6231198551025,-22.9065371281297
"89a8a0281cbffff",-43.616978295446,-22.9067018926806
"89a8a0281cfffff",-43.6200110594456,-22.9050693931275
"89a8a0281d3ffff",-43.6201631436646,-22.9112698126138
"89a8a0281d7ffff",-43.6231959122827,-22.909637335057
"89a8a0281dbffff",-43.617054322989,-22.9098021055592
"89a8a028207ffff",-43.5861181626288,-22.9013213647683
"89a8a028213ffff",-43.5831610974174,-22.9060537252921
"89a8a028217ffff",-43.5861940406429,-22.9044218301796
"89a8a02821bffff",-43.5800522806261,-22.9045851765369
"89a8a028223ffff",-43.5890751759637,-22.8965887028711
"89a8a028227ffff",-43.5921080422627,-22.894956534374
"89a8a02822bffff",-43.5859664088442,-22.895120098472
"89a8a02822fffff",-43.5889992849221,-22.8934879610378
"89a8a028233ffff",-43.5891510675176,-22.8996893330249
"89a8a028237ffff",-43.592183948339,-22.8980572175074
"89a8a02823bffff",-43.5860422853607,-22.8982207875971
"89a8a028243ffff",-43.5738346641309,-22.9016478102219
"89a8a028247ffff",-43.5768676363469,-22.900016008226
"89a8a02824bffff",-43.5707258639155,-22.9001789925977
"89a8a02824fffff",-43.5737588459403,-22.8985472214232
"89a8a028253ffff",-43.5739104828581,-22.9047482873497
"89a8a028257ffff",-43.5769434695373,-22.9031165381001
"89a8a02825bffff",-43.5708016677095,-22.9032795283785
"89a8a028263ffff",-43.5798247377426,-22.8952834274349
"89a8a02826bffff",-43.5767159720023,-22.8938146128889
"89a8a02826fffff",-43.5797488913063,-22.892182620928
"89a8a028273ffff",-43.5799005846139,-22.8983841221064
"89a8a028277ffff",-43.5829335087682,-22.8967521522461
"89a8a02827bffff",-43.5767918038505,-22.8969153661773
"89a8a028283ffff",-43.5863457990252,-22.9106224263111
"89a8a02828bffff",-43.5832369615418,-22.9091540261773
"89a8a02828fffff",-43.5862699195616,-22.9075221841672
"89a8a028293ffff",-43.5864216792981,-22.9137225571099
"89a8a028297ffff",-43.5894546417304,-22.9120907369581
"89a8a02829bffff",-43.5833128264763,-22.9122542153256
"89a8a0282a3ffff",-43.5923357626762,-22.9042582487103
"89a8a0282a7ffff",-43.5953686482961,-22.9026261551414
"89a8a0282abffff",-43.5892269599868,-22.9027898515714
"89a8a0282afffff",-43.5922598552944,-22.9011577889486
"89a8a0282b3ffff",-43.5924116712494,-22.9073585967105
"89a8a0282b7ffff",-43.5954445710177,-22.9057265562318
"89a8a0282bbffff",-43.5893028532117,-22.9058902583573
"89a8a0282c3ffff",-43.5770951382696,-22.909317263418
"89a8a0282cbffff",-43.5739863024134,-22.9078486527499
"89a8a0282cfffff",-43.5770193035173,-22.9062169565568
"89a8a0282d3ffff",-43.5771709735909,-22.9124174583113
"89a8a0282d7ffff",-43.5802039798388,-22.9107857841425
"89a8a028303ffff",-43.6043152299112,-22.8915279171143
"89a8a028307ffff",-43.6073479900694,-22.8898953824972
"89a8a02830bffff",-43.6012064963596,-22.8900595260691
"89a8a02830fffff",-43.604239266053,-22.8884270224289
"89a8a028313ffff",-43.6043911943995,-22.8946287001866
"89a8a028317ffff",-43.6074239688165,-22.8929962184845
"89a8a02831bffff",-43.6012824458612,-22.8931603680233
"89a8a028323ffff",-43.6103047329608,-22.8851617638765
"89a8a028327ffff",-43.6133374301676,-22.8835290088949
"89a8a028333ffff",-43.6103807255073,-22.8882627642506
"89a8a028337ffff",-43.6134134369973,-22.8866300620043
"89a8a02833bffff",-43.6072720117935,-22.8867944351186
"89a8a028343ffff",-43.5950649646865,-22.8902234343809
"89a8a028347ffff",-43.5980977682769,-22.8885910454335
"89a8a02834bffff",-43.5919562323843,-22.8887548332411
"89a8a028353ffff",-43.5951408844764,-22.8933242821699
"89a8a028357ffff",-43.5981737025014,-22.8916919459888
"89a8a02835bffff",-43.5920321369446,-22.8918557397101
"89a8a028363ffff",-43.6010545998789,-22.8838575076558
"89a8a028367ffff",-43.6040873407667,-22.882224898444
"89a8a028373ffff",-43.601130547895,-22.8869585727965
"89a8a028377ffff",-43.6041633029663,-22.8853260160924
"89a8a02837bffff",-43.5980218347108,-22.885490033305
"89a8a028387ffff",-43.6106087080672,-22.8975650956454
"89a8a02838bffff",-43.6044671597452,-22.8977293715638
"89a8a028397ffff",-43.6106847036185,-22.9006656492774
"89a8a0283abffff",-43.6104567189858,-22.8913636529099
"89a8a0283b3ffff",-43.6136414627057,-22.8959325519931
"89a8a0283bbffff",-43.6105327131768,-22.8944644300825
"89a8a0283c3ffff",-43.5983255729987,-22.8978934121635
"89a8a0283c7ffff",-43.6013583959899,-22.8962610979526
"89a8a0283cbffff",-43.5952168051505,-22.8964250182229
"89a8a0283cfffff",-43.5982496373867,-22.8947927349575
"89a8a0283d3ffff",-43.5984015096108,-22.9009939778211
"89a8a0283dbffff",-43.5952927263366,-22.8995256425067
"89a8a02846fffff",-43.602041980301,-22.9241626430699
"89a8a028477ffff",-43.6052268531607,-22.9287299413946
"89a8a02849bffff",-43.6056067275931,-22.9442260349402
"89a8a0284c3ffff",-43.599388750482,-22.9412911629298
"89a8a0284d3ffff",-43.5994646971558,-22.9443901639306
"89a8a0284dbffff",-43.5963557015642,-22.9429226519967
"89a8a028503ffff",-43.6266090244057,-22.9235043960032
"89a8a028507ffff",-43.6296418164425,-22.9218720152119
"89a8a02850bffff",-43.6235001476514,-22.9220370450875
"89a8a02850fffff",-43.6265329493009,-22.9204046949837
"89a8a028513ffff",-43.6266851001592,-22.9266039852215
"89a8a02851bffff",-43.623576208362,-22.9251366930339
"89a8a028523ffff",-43.6325984801407,-22.9171397437033
"89a8a028527ffff",-43.6356312089564,-22.9155071422818
"89a8a02852bffff",-43.6294896381341,-22.915672395578
"89a8a02852fffff",-43.6325223768192,-22.9140398250745
"89a8a028533ffff",-43.6326745839825,-22.9202395504373
"89a8a028537ffff",-43.6357073274127,-22.9186070019584
"89a8a02853bffff",-43.6295657268866,-22.9187722612694
"89a8a028543ffff",-43.6173584398582,-22.9222018392679
"89a8a028547ffff",-43.6203912758931,-22.9205696042048
"89a8a028557ffff",-43.620467321338,-22.9236693110094
"89a8a028563ffff",-43.6233480283897,-22.9158374135834
"89a8a028567ffff",-43.6263808013707,-22.9142049577453
"89a8a02856bffff",-43.6202391869497,-22.9143698549627
"89a8a02856fffff",-43.6232719699522,-22.9127374300917
"89a8a028573ffff",-43.6234240874519,-22.9189372850593
"89a8a028577ffff",-43.626456875051,-22.917304882327
"89a8a02857bffff",-43.6203152311872,-22.9174697854148
"89a8a028583ffff",-43.6298700893471,-22.9311706061691
"89a8a028587ffff",-43.6329029001845,-22.929538300208
"89a8a028593ffff",-43.6299461816344,-22.9342699129928
"89a8a028597ffff",-43.6329790071181,-22.9326376596635
"89a8a0285a3ffff",-43.6358595661545,-22.9248063859237
"89a8a0285a7ffff",-43.6388923139276,-22.9231738592808
"89a8a0285abffff",-43.6327506886161,-22.9233392455361
"89a8a0285afffff",-43.635783446292,-22.9217067497194
"89a8a0285b3ffff",-43.6359356866204,-22.927905910201
"89a8a0285b7ffff",-43.6389684489029,-22.926273436564
"89a8a0285bbffff",-43.6328267940577,-22.9264388286061
"89a8a0285c7ffff",-43.6236522697393,-22.9282362295412
"89a8a0285cfffff",-43.6205433673995,-22.926768906399
"89a8a028613ffff",-43.5836921629144,-22.9277534852925
"89a8a028617ffff",-43.5867252073407,-22.92612196123
"89a8a02864bffff",-43.5712565050831,-22.9218803978771
"89a8a028653ffff",-43.574441234994,-22.9264484992787
"89a8a02865bffff",-43.5713323140339,-22.924980151451
"89a8a028663ffff",-43.5803556816941,-22.9169859449587
"89a8a028667ffff",-43.5833886924593,-22.9153542928958
"89a8a02866fffff",-43.5802798303594,-22.9138859206242
"89a8a0286c3ffff",-43.5776260020451,-22.9310162817937
"89a8a0286c7ffff",-43.5806590945402,-22.9293849255464
"89a8a0286cbffff",-43.5745170599591,-22.929548082434
"89a8a0286cfffff",-43.5775501621211,-22.9279167573036
"89a8a0286d3ffff",-43.5777018425228,-22.9341156943716
"89a8a0286dbffff",-43.5745928853639,-22.9326475540948
"89a8a028813ffff",-43.6468478260697,-22.8717663371159
"89a8a028887ffff",-43.6530650620453,-22.8747018676587
"89a8a028897ffff",-43.6531412593556,-22.8778031604982
"89a8a02889bffff",-43.6470001610853,-22.8779690469107
"89a8a0288d3ffff",-43.6408590232693,-22.8781346982845
"89a8a0288d7ffff",-43.6438915204756,-22.8765012648799
"89a8a028993ffff",-43.6713354606908,-22.8679999320958
"89a8a028997ffff",-43.6743677417814,-22.8663657683293
"89a8a028c0bffff",-43.6441961386812,-22.8889055809973
"89a8a028c43ffff",-43.6380548779329,-22.8890711359046
"89a8a028c47ffff",-43.6410874427772,-22.8874379445208
"89a8a028c4bffff",-43.6349461771486,-22.8876033788637
"89a8a028c4fffff",-43.6379787517971,-22.885970218117
"89a8a028c57ffff",-43.6411635839978,-22.8905388032483
"89a8a028c5bffff",-43.6350222888397,-22.8907042436864
"89a8a028c63ffff",-43.6440438281277,-22.8827036460815
"89a8a028c6fffff",-43.6439676738966,-22.8796025113869
"89a8a028c73ffff",-43.6441199830455,-22.8858046693183
"89a8a028c7bffff",-43.641011302029,-22.8843369739708
"89a8a028ca7ffff",-43.6595872336749,-22.8900410706647
"89a8a028d17ffff",-43.671640603737,-22.8804052536154
"89a8a028d1bffff",-43.665499594693,-22.88057185145
"89a8a028d23ffff",-43.6745203405732,-22.8725687574406
"89a8a028d2fffff",-43.6744440408234,-22.8694673186567
"89a8a028d33ffff",-43.6745966411818,-22.8756700848186
"89a8a028d37ffff",-43.6776289408716,-22.8740359953978
"89a8a028d5bffff",-43.6562499001909,-22.8792707322925
"89a8a028d67ffff",-43.668303155131,-22.8696340125697
"89a8a028d73ffff",-43.6653470807761,-22.8743694014762
"89a8a028d83ffff",-43.6717931797179,-22.8866072447016
"89a8a028d8bffff",-43.6686845136743,-22.8851401218705
"89a8a028d93ffff",-43.6718694687462,-22.8897080729556
"89a8a028d97ffff",-43.6749018506086,-22.888074277972
"89a8a028d9bffff",-43.6687607876343,-22.8882410088381
"89a8a028da3ffff",-43.6777815728729,-22.880238420512
"89a8a028dabffff",-43.674672942363,-22.878771300492
"89a8a028dc7ffff",-43.6655758527,-22.8836729090161
"89a8a028dcbffff",-43.6594347745542,-22.883839278047
"89a8a028dcfffff",-43.6624671967601,-22.882205606613
"89a8a028dd3ffff",-43.6626196847821,-22.8884075045867
"89a8a028dd7ffff",-43.6656521115521,-22.8867738551014
"89a8a028ddbffff",-43.6595110037691,-22.8869402301898
"89a8a028e03ffff",-43.6255440404386,-22.8800984163768
"89a8a028e0bffff",-43.6224353758185,-22.8786302417556
"89a8a028e13ffff",-43.6256201060234,-22.8831995692765
"89a8a028e17ffff",-43.6286527104596,-22.8815665014271
"89a8a028e23ffff",-43.6315331027091,-22.8737307213103
"89a8a028e2bffff",-43.6284244730091,-22.8722625495196
"89a8a028e2fffff",-43.631457009916,-22.8706292397056
"89a8a028e37ffff",-43.6346417376539,-22.8751988033076
"89a8a028e3bffff",-43.6285005514752,-22.8753639784129
"89a8a028e43ffff",-43.6162940821611,-22.878794952665
"89a8a028e4bffff",-43.6131854181286,-22.8773265676066
"89a8a028e53ffff",-43.6163701026954,-22.8818961701691
"89a8a028e57ffff",-43.6194027514166,-22.8802632477301
"89a8a028e5bffff",-43.6132614238711,-22.8804278441275
"89a8a028e67ffff",-43.6253158484573,-22.8707942882318
"89a8a028e77ffff",-43.6253919116795,-22.8738957757332
"89a8a028e8fffff",-43.6287287911785,-22.884667595565
"89a8a028e93ffff",-43.6288809545971,-22.8908694489064
"89a8a028ea3ffff",-43.6347939559456,-22.8814013143222
"89a8a028ea7ffff",-43.6378265018514,-22.8797680481944
"89a8a028eabffff",-43.6316852907319,-22.8799333498336
"89a8a028eafffff",-43.634717846405,-22.8783001146871
"89a8a028eb7ffff",-43.6379026266226,-22.8828691892402
"89a8a028ec3ffff",-43.6195548239034,-22.886465453888
"89a8a028ec7ffff",-43.6225874771387,-22.8848325535547
"89a8a028ecbffff",-43.6164461244319,-22.8849972761939
"89a8a028ecfffff",-43.6194787874043,-22.8833644068086
"89a8a028edbffff",-43.616522146696,-22.8880982707586
"89a8a029003ffff",-43.5400920971846,-22.9040909479195
"89a8a029007ffff",-43.543125260697,-22.9024598042973
"89a8a02900bffff",-43.5369832686214,-22.9026214966074
"89a8a02900fffff",-43.5400164413721,-22.9009903839052
"89a8a029013ffff",-43.5401677535775,-22.907191400629
"89a8a029017ffff",-43.5432009314928,-22.9055603097318
"89a8a02901bffff",-43.5370589097367,-22.9057220078408
"89a8a029023ffff",-43.5460827157966,-22.8977279059825
"89a8a029027ffff",-43.5491158171185,-22.8960965413165
"89a8a02902bffff",-43.5429739211897,-22.8962584578233
"89a8a02902fffff",-43.5460070319303,-22.894627124068
"89a8a029033ffff",-43.5461584004039,-22.9008285763641
"89a8a029037ffff",-43.5491915160927,-22.8991972645186
"89a8a02903bffff",-43.5430495907395,-22.8993591868563
"89a8a029047ffff",-43.5338744456629,-22.9011519557925
"89a8a02904fffff",-43.5307656287032,-22.8996823250681
"89a8a029053ffff",-43.5309168512586,-22.9058834705848
"89a8a029063ffff",-43.5368319883928,-22.8964201391299
"89a8a029067ffff",-43.5398651323885,-22.8947889203633
"89a8a02906bffff",-43.5337231958028,-22.8949504809313
"89a8a02906fffff",-43.5367563493519,-22.8933192929008
"89a8a029073ffff",-43.5369076280021,-22.8995208737625
"89a8a029077ffff",-43.5399407864521,-22.8978897075951
"89a8a02907bffff",-43.5337988203668,-22.898051274225
"89a8a029083ffff",-43.5433522752305,-22.9117609858011
"89a8a029087ffff",-43.5463854582958,-22.9101299171793
"89a8a02908bffff",-43.5402434107369,-22.9102917414297
"89a8a02908fffff",-43.5432766029891,-22.9086607037368
"89a8a029093ffff",-43.5434279483748,-22.9148611564019
"89a8a029097ffff",-43.5464611458743,-22.9132301406514
"89a8a02909bffff",-43.540319068458,-22.9133919705023
"89a8a0290a3ffff",-43.5493429162392,-22.9053983761465
"89a8a0290a7ffff",-43.5523760369654,-22.9037670866043
"89a8a0290abffff",-43.5462340856064,-22.9039291348683
"89a8a0290afffff",-43.5492672156351,-22.9022978762392
"89a8a0290b3ffff",-43.549418617453,-22.9084987645137
"89a8a0290b7ffff",-43.5524517527376,-22.9068675277508
"89a8a0290bbffff",-43.5463097716652,-22.9070295819767
"89a8a0290c3ffff",-43.5341013261884,-22.9104533302985
"89a8a0290c7ffff",-43.5371345517753,-22.9088224073852
"89a8a0290cfffff",-43.5340256984642,-22.9073529838784
"89a8a0290d3ffff",-43.5341769543286,-22.9135535651032
"89a8a0290d7ffff",-43.5372101944109,-22.9119226952999
"89a8a0290dbffff",-43.5310680766625,-22.9120841689585
"89a8a029103ffff",-43.5613237401841,-22.8926711781453
"89a8a029107ffff",-43.5643567364914,-22.8910394468003
"89a8a02910bffff",-43.5582149778955,-22.8912019432573
"89a8a02910fffff",-43.5612479835616,-22.8895702427358
"89a8a029113ffff",-43.56139949777,-22.8957720016495
"89a8a029117ffff",-43.5644325082887,-22.8941403234595
"89a8a02911bffff",-43.5582907199907,-22.8943028255162
"89a8a029123ffff",-43.5673139230425,-22.8863065901304
"89a8a029127ffff",-43.5703468567689,-22.8846746383616
"89a8a02912bffff",-43.5642051948808,-22.8848373585804
"89a8a02912fffff",-43.5672381382767,-22.8832054374666
"89a8a029133ffff",-43.5673897085347,-22.889407631588
"89a8a029137ffff",-43.5704226568034,-22.8877757322806
"89a8a02913bffff",-43.5642809652923,-22.8879384585528
"89a8a02914fffff",-43.5519974699867,-22.8882632048349
"89a8a02915bffff",-43.5490401189147,-22.8929957060931
"89a8a029163ffff",-43.558063495583,-22.8849998436813
"89a8a029167ffff",-43.5610964723671,-22.8833680373153
"89a8a02916bffff",-43.5549547691236,-22.8835304020715
"89a8a02916fffff",-43.5579877555811,-22.8818986266939
"89a8a029173ffff",-43.5581392362885,-22.888100949353
"89a8a029177ffff",-43.5611722274915,-22.8864691960548
"89a8a02917bffff",-43.5550304947816,-22.8866315662521
"89a8a029183ffff",-43.5645840541773,-22.9003417415727
"89a8a029187ffff",-43.5676170696786,-22.8987100853322
"89a8a02918bffff",-43.5614752557883,-22.8988727137494
"89a8a02918fffff",-43.5645082808302,-22.8972410882206
"89a8a029193ffff",-43.5646598281488,-22.9034422831501
"89a8a029197ffff",-43.5676928582341,-22.9018106798287
"89a8a02919bffff",-43.5615510146433,-22.9019733141676
"89a8a0291a3ffff",-43.5705742590214,-22.893977585813
"89a8a0291a7ffff",-43.5736072119189,-22.892345708568
"89a8a0291abffff",-43.5674654948512,-22.8925085609999
"89a8a0291afffff",-43.5704984575976,-22.8908767148365
"89a8a0291b3ffff",-43.5706500611453,-22.8970783449458
"89a8a0291b7ffff",-43.5736830286198,-22.8954465207489
"89a8a0291bbffff",-43.5675412818116,-22.8956093790365
"89a8a0291c3ffff",-43.55533340464,-22.8990351067934
"89a8a0291c7ffff",-43.5583664629323,-22.8974035962932
"89a8a0291cbffff",-43.5522246080615,-22.897565868771
"89a8a0291cfffff",-43.5552576760285,-22.8959343891936
"89a8a0291d3ffff",-43.5554091339472,-22.9021357127742
"89a8a0291d7ffff",-43.558442206776,-22.9005042552278
"89a8a0291dbffff",-43.5523003221986,-22.9006665334127
"89a8a029203ffff",-43.5183304190615,-22.8938029077038
"89a8a029207ffff",-43.5213636479342,-22.8921719806001
"89a8a02920fffff",-43.5182548694935,-22.8907019330086
"89a8a029223ffff",-43.5243212749108,-22.8874398883733
"89a8a02922bffff",-43.5212125210968,-22.8859698134445
"89a8a029233ffff",-43.5243968534597,-22.8905409691598
"89a8a029237ffff",-43.527430034824,-22.8889098740365
"89a8a02923bffff",-43.5212880841142,-22.8890709526948
"89a8a029267ffff",-43.5181037728692,-22.8844996489633
"89a8a02926fffff",-43.5149950307036,-22.8830293949988
"89a8a0292a7ffff",-43.5306144090488,-22.8934807332104
"89a8a0292afffff",-43.5275056284741,-22.8920108958397
"89a8a029303ffff",-43.5395625228865,-22.8823846533221
"89a8a029307ffff",-43.5425955854728,-22.8807531381974
"89a8a02930bffff",-43.5364538006109,-22.8809147915693
"89a8a02930fffff",-43.5394868724495,-22.8792833076207
"89a8a029317ffff",-43.5426712510792,-22.8838544254231
"89a8a029327ffff",-43.5485859449746,-22.8743883520505
"89a8a02932bffff",-43.5424442564155,-22.8745502292248
"89a8a02932fffff",-43.5454772662614,-22.8729185244474
"89a8a029333ffff",-43.5456286241922,-22.8791215395766
"89a8a029337ffff",-43.5486616388461,-22.8774898567423
"89a8a02933bffff",-43.5425199204539,-22.8776517396279
"89a8a029343ffff",-43.5303119788393,-22.881076209468
"89a8a029347ffff",-43.5333450840371,-22.8794448402781
"89a8a02934bffff",-43.5272032585551,-22.8796061379029
"89a8a02934fffff",-43.5302363730873,-22.8779747995235
"89a8a029363ffff",-43.536302530641,-22.8747118712504
"89a8a02936bffff",-43.5331938442444,-22.8732418027664
"89a8a029373ffff",-43.5363781651346,-22.8778133871532
"89a8a029377ffff",-43.5394112226755,-22.876181850092
"89a8a02937bffff",-43.5332694637966,-22.8763433774686
"89a8a029387ffff",-43.5458556666221,-22.8884252250397
"89a8a029393ffff",-43.5428982526476,-22.8931576172714
"89a8a0293a3ffff",-43.5488130287483,-22.8836925314
"89a8a0293abffff",-43.5457043041253,-22.8822228796048
"89a8a0293afffff",-43.5487373334285,-22.8805912499792
"89a8a0293b3ffff",-43.5488887248098,-22.8867937012571
"89a8a0293b7ffff",-43.5519217588945,-22.8851620936246
"89a8a0293bbffff",-43.5457799850701,-22.8853241081784
"89a8a0293cbffff",-43.5304631925691,-22.8872786944676
"89a8a0293d3ffff",-43.5336475718578,-22.891849575999
"89a8a0293d7ffff",-43.5366807109568,-22.8902183350806
