"DATA";"SISTEMA";"TOTAL_PAX_TRANSPORTADO"
2017-03-22;"SPPO";3399883
2017-03-23;"SPPO";3366090
2017-03-24;"SPPO";3343206
2017-03-25;"SPPO";2076030
2017-03-26;"SPPO";1331138
2017-03-27;"SPPO";3299629
2017-03-28;"SPPO";3246020
2017-03-29;"SPPO";3266799
2017-03-30;"SPPO";3314683
2017-03-31;"SPPO";3291686
2017-04-01;"SPPO";2041850
2017-04-02;"SPPO";1291040
2017-04-03;"SPPO";3393942
2017-04-04;"SPPO";3453677
2017-04-05;"SPPO";3497522
2017-04-06;"SPPO";3468029
2017-04-07;"SPPO";3438329
2017-04-08;"SPPO";2126595
2017-04-09;"SPPO";1375774
2017-04-10;"SPPO";3471249
2017-04-11;"SPPO";3466134
2017-04-12;"SPPO";3376285
2017-04-13;"SPPO";2930164
2017-04-14;"SPPO";1388692
2017-04-15;"SPPO";1938124
2017-04-16;"SPPO";1326503
2017-04-17;"SPPO";3296022
2017-04-18;"SPPO";3354619
2017-04-19;"SPPO";3388908
2017-04-20;"SPPO";3375977
2017-04-21;"SPPO";1505558
2017-04-22;"SPPO";1798620
2017-04-23;"SPPO";1128321
2017-04-24;"SPPO";3258235
2017-04-25;"SPPO";3339763
2017-04-26;"SPPO";3292606
2017-04-27;"SPPO";3250061
2017-04-28;"SPPO";2111137
2017-04-29;"SPPO";1948723
2017-04-30;"SPPO";1266894
2017-05-01;"SPPO";1319801
2017-05-02;"SPPO";3327311
2017-05-03;"SPPO";3409984
2017-05-04;"SPPO";3419499
2017-05-05;"SPPO";3412589
2017-05-06;"SPPO";2131262
2017-05-07;"SPPO";1322935
2017-05-08;"SPPO";3434954
2017-05-09;"SPPO";3488701
2017-05-10;"SPPO";3412610
2017-05-11;"SPPO";3378012
2017-05-12;"SPPO";3421432
2017-05-13;"SPPO";2197098
2017-05-14;"SPPO";1386079
2017-05-15;"SPPO";3330346
2017-05-16;"SPPO";3395982
2017-05-17;"SPPO";3365374
2017-05-18;"SPPO";3317430
2017-05-19;"SPPO";2960231
2017-05-20;"SPPO";2010270
2017-05-21;"SPPO";1246447
2017-05-22;"SPPO";3190051
2017-05-23;"SPPO";3316770
2017-05-24;"SPPO";3242587
2017-05-25;"SPPO";2956292
2017-05-26;"SPPO";3099736
2017-05-27;"SPPO";1995858
2017-05-28;"SPPO";1116501
2017-05-29;"SPPO";3241708
2017-05-30;"SPPO";3302230
2017-05-31;"SPPO";3333793
2017-06-01;"SPPO";3392891
2017-06-02;"SPPO";3365983
2017-06-03;"SPPO";2094855
2017-06-04;"SPPO";1325215
2017-06-05;"SPPO";3370807
2017-06-06;"SPPO";3432934
2017-06-07;"SPPO";3463721
2017-06-08;"SPPO";3440782
2017-06-09;"SPPO";3362858
2017-06-10;"SPPO";2123019
2017-06-11;"SPPO";1333797
2017-06-12;"SPPO";3376643
2017-06-13;"SPPO";3355315
2017-06-14;"SPPO";3324776
2017-06-15;"SPPO";1414224
2017-06-16;"SPPO";2680088
2017-06-17;"SPPO";1951501
2017-06-18;"SPPO";1310153
2017-06-19;"SPPO";3274908
2017-06-20;"SPPO";3219184
2017-06-21;"SPPO";2965557
2017-06-22;"SPPO";3271830
2017-06-23;"SPPO";3193227
2017-06-24;"SPPO";1975558
2017-06-25;"SPPO";1241686
2017-06-26;"SPPO";3175394
2017-06-27;"SPPO";3222821
2017-06-28;"SPPO";3234271
2017-06-29;"SPPO";3232497
2017-06-30;"SPPO";2967934
2017-07-01;"SPPO";1994555
2017-07-02;"SPPO";1128410
2017-07-03;"SPPO";3140362
2017-07-04;"SPPO";3250307
2017-07-05;"SPPO";3276008
2017-07-06;"SPPO";3298302
2017-07-07;"SPPO";3265250
2017-07-08;"SPPO";2115400
2017-07-09;"SPPO";1322097
2017-07-10;"SPPO";3170995
2017-07-11;"SPPO";3170247
2017-07-12;"SPPO";3144364
2017-07-13;"SPPO";3094169
2017-07-14;"SPPO";3065307
2017-07-15;"SPPO";2025357
2017-07-16;"SPPO";1326261
2017-07-17;"SPPO";2864797
2017-07-18;"SPPO";2743331
2017-07-19;"SPPO";2692836
2017-07-20;"SPPO";2877343
2017-07-21;"SPPO";2855540
2017-07-22;"SPPO";1894377
2017-07-23;"SPPO";1263423
2017-07-24;"SPPO";2778035
2017-07-25;"SPPO";2853685
2017-07-26;"SPPO";2877141
2017-07-27;"SPPO";2849239
2017-07-28;"SPPO";2847864
2017-07-29;"SPPO";1900979
2017-07-30;"SPPO";1300038
2017-07-31;"SPPO";2945797
2017-08-01;"SPPO";3191502
2017-08-02;"SPPO";3266639
2017-08-03;"SPPO";3226972
2017-08-04;"SPPO";3112466
2017-08-05;"SPPO";1972484
2017-08-06;"SPPO";1281987
2017-08-07;"SPPO";3280153
2017-08-08;"SPPO";3318068
2017-08-09;"SPPO";3322977
2017-08-10;"SPPO";3275352
2017-08-11;"SPPO";3191298
2017-08-12;"SPPO";2040518
2017-08-13;"SPPO";1326234
2017-08-14;"SPPO";3195737
2017-08-15;"SPPO";3242046
2017-08-16;"SPPO";3148005
2017-08-17;"SPPO";3133858
2017-08-18;"SPPO";3101594
2017-08-19;"SPPO";1909962
2017-08-20;"SPPO";1185402
2017-08-21;"SPPO";2875171
2017-08-22;"SPPO";3150196
2017-08-23;"SPPO";3206208
2017-08-24;"SPPO";3221347
2017-08-25;"SPPO";3187653
2017-08-26;"SPPO";1953039
2017-08-27;"SPPO";1259930
2017-08-28;"SPPO";3189161
2017-08-29;"SPPO";3236381
2017-08-30;"SPPO";3182478
2017-08-31;"SPPO";3206378
2017-09-01;"SPPO";3322419
2017-09-02;"SPPO";2088026
2017-09-03;"SPPO";1341245
2017-09-04;"SPPO";3377173
2017-09-05;"SPPO";3462882
2017-09-06;"SPPO";3475340
2017-09-07;"SPPO";1520611
2017-09-08;"SPPO";2770970
2017-09-09;"SPPO";2023372
2017-09-10;"SPPO";1422909
2017-09-11;"SPPO";3373372
2017-09-12;"SPPO";3409798
2017-09-13;"SPPO";3403508
2017-09-14;"SPPO";3369709
2017-09-15;"SPPO";3349059
2017-09-16;"SPPO";2075943
2017-09-17;"SPPO";1390334
2017-09-18;"SPPO";3271679
2017-09-19;"SPPO";3330756
2017-09-20;"SPPO";3354887
2017-09-21;"SPPO";3312505
2017-09-22;"SPPO";3190544
2017-09-23;"SPPO";1977417
2017-09-24;"SPPO";1269138
2017-09-25;"SPPO";3195555
2017-09-26;"SPPO";3275864
2017-09-27;"SPPO";3235599
2017-09-28;"SPPO";3237534
2017-09-29;"SPPO";3243618
2017-09-30;"SPPO";1842182
2017-10-01;"SPPO";1334970
2017-10-02;"SPPO";3226941
2017-10-03;"SPPO";3081299
2017-10-04;"SPPO";3316422
2017-10-05;"SPPO";3373936
2017-10-06;"SPPO";3321711
2017-10-07;"SPPO";2117911
2017-10-08;"SPPO";1324846
2017-10-09;"SPPO";3338472
2017-10-10;"SPPO";3414885
2017-10-11;"SPPO";3385321
2017-10-12;"SPPO";1549360
2017-10-13;"SPPO";2614844
2017-10-14;"SPPO";1951792
2017-10-15;"SPPO";1157233
2017-10-16;"SPPO";2551938
2017-10-17;"SPPO";3361520
2017-10-18;"SPPO";3268045
2017-10-19;"SPPO";3321066
2017-10-20;"SPPO";3269534
2017-10-21;"SPPO";2013928
2017-10-22;"SPPO";1242569
2017-10-23;"SPPO";2910896
2017-10-24;"SPPO";3223770
2017-10-25;"SPPO";3273515
2017-10-26;"SPPO";3184025
2017-10-27;"SPPO";3141927
2017-10-28;"SPPO";1938280
2017-10-29;"SPPO";1247969
2017-10-30;"SPPO";3230552
2017-10-31;"SPPO";3249516
2017-11-01;"SPPO";3405168
2017-11-02;"SPPO";1454438
2017-11-03;"SPPO";2758039
2017-11-04;"SPPO";1981457
2017-11-05;"SPPO";1314998
2017-11-06;"SPPO";3327539
2017-11-07;"SPPO";3457698
2017-11-08;"SPPO";3434628
2017-11-09;"SPPO";3420071
2017-11-10;"SPPO";3339728
2017-11-11;"SPPO";1889256
2017-11-12;"SPPO";1379758
2017-11-13;"SPPO";3350949
2017-11-14;"SPPO";3429468
2017-11-15;"SPPO";1551960
2017-11-16;"SPPO";3348134
2017-11-17;"SPPO";3310653
2017-11-18;"SPPO";2037312
2017-11-19;"SPPO";1284319
2017-11-20;"SPPO";1240590
2017-11-21;"SPPO";3317934
2017-11-22;"SPPO";3249421
2017-11-23;"SPPO";3274617
2017-11-24;"SPPO";3361933
2017-11-25;"SPPO";2098542
2017-11-26;"SPPO";1305511
2017-11-27;"SPPO";3155706
2017-11-28;"SPPO";3148840
2017-11-29;"SPPO";3246659
2017-11-30;"SPPO";3257054
2017-12-01;"SPPO";3294288
2017-12-02;"SPPO";2124378
2017-12-03;"SPPO";1371872
2017-12-04;"SPPO";3283024
2017-12-05;"SPPO";3327572
2017-12-06;"SPPO";3351356
2017-12-07;"SPPO";3340700
2017-12-08;"SPPO";3194451
2017-12-09;"SPPO";2176710
2017-12-10;"SPPO";1418500
2017-12-11;"SPPO";3223991
2017-12-12;"SPPO";3150070
2017-12-13;"SPPO";3189471
2017-12-14;"SPPO";3193433
2017-12-15;"SPPO";3160581
2017-12-16;"SPPO";2180787
2017-12-17;"SPPO";1490990
2017-12-18;"SPPO";3059767
2017-12-19;"SPPO";3095087
2017-12-20;"SPPO";3099071
2017-12-21;"SPPO";2978273
2017-12-22;"SPPO";2906267
2017-12-23;"SPPO";2039551
2017-12-24;"SPPO";1235908
2017-12-25;"SPPO";957525
2017-12-26;"SPPO";2448867
2017-12-27;"SPPO";2655016
2017-12-28;"SPPO";2612475
2017-12-29;"SPPO";2411513
2017-12-30;"SPPO";1740739
2017-12-31;"SPPO";1269517
2018-01-01;"SPPO";1062937
2018-01-02;"SPPO";2453669
2018-01-03;"SPPO";2672974
2018-01-04;"SPPO";2643429
2018-01-05;"SPPO";2797481
2018-01-06;"SPPO";1917320
2018-01-07;"SPPO";1153915
2018-01-08;"SPPO";2693077
2018-01-09;"SPPO";2919709
2018-01-10;"SPPO";2960924
2018-01-11;"SPPO";2916200
2018-01-12;"SPPO";2833469
2018-01-13;"SPPO";1910484
2018-01-14;"SPPO";1285403
2018-01-15;"SPPO";2842425
2018-01-16;"SPPO";2901186
2018-01-17;"SPPO";2913161
2018-01-18;"SPPO";2884688
2018-01-19;"SPPO";2881204
2018-01-20;"SPPO";1706192
2018-01-21;"SPPO";1280079
2018-01-22;"SPPO";2829141
2018-01-23;"SPPO";2869722
2018-01-24;"SPPO";2850930
2018-01-25;"SPPO";2838606
2018-01-26;"SPPO";2773819
2018-01-27;"SPPO";1805575
2018-01-28;"SPPO";1288756
2018-01-29;"SPPO";2820290
2018-01-30;"SPPO";2635853
2018-01-31;"SPPO";2506570
2018-02-01;"SPPO";3015904
2018-02-02;"SPPO";3046385
2018-02-03;"SPPO";2094313
2018-02-04;"SPPO";1442145
2018-02-05;"SPPO";2991072
2018-02-06;"SPPO";3130093
2018-02-07;"SPPO";3152684
2018-02-08;"SPPO";3135457
2018-02-09;"SPPO";2768047
2018-02-10;"SPPO";1779565
2018-02-11;"SPPO";1261078
2018-02-12;"SPPO";1381813
2018-02-13;"SPPO";1146958
2018-02-14;"SPPO";1609907
2018-02-15;"SPPO";2429740
2018-02-16;"SPPO";2657494
2018-02-17;"SPPO";1863446
2018-02-18;"SPPO";1231624
2018-02-19;"SPPO";3141634
2018-02-20;"SPPO";3202430
2018-02-21;"SPPO";3118484
2018-02-22;"SPPO";3098189
2018-02-23;"SPPO";2932404
2018-02-24;"SPPO";1891725
2018-02-25;"SPPO";1233506
2018-02-26;"SPPO";3114339
2018-02-27;"SPPO";3109700
2018-02-28;"SPPO";3029341
2018-03-01;"SPPO";3214586
2018-03-02;"SPPO";3191436
2018-03-03;"SPPO";1998619
2018-03-04;"SPPO";1282728
2018-03-05;"SPPO";3244626
2018-03-06;"SPPO";3309129
2018-03-07;"SPPO";3318577
2018-03-08;"SPPO";3071942
2018-03-09;"SPPO";3213873
2018-03-10;"SPPO";2012065
2018-03-11;"SPPO";1304959
2018-03-12;"SPPO";3272983
2018-03-13;"SPPO";3258449
2018-03-14;"SPPO";3283235
2018-03-15;"SPPO";3239595
2018-03-16;"SPPO";3195725
2018-03-17;"SPPO";1963056
2018-03-18;"SPPO";1307799
2018-03-19;"SPPO";3206353
2018-03-20;"SPPO";3258629
2018-03-21;"SPPO";3229676
2018-03-22;"SPPO";2991696
2018-03-23;"SPPO";3193482
2018-03-24;"SPPO";1974951
2018-03-25;"SPPO";1311711
2018-03-26;"SPPO";3197381
2018-03-27;"SPPO";3220810
2018-03-28;"SPPO";3256466
2018-03-29;"SPPO";2906673
2018-03-30;"SPPO";1363141
2018-03-31;"SPPO";1792419
2018-04-01;"SPPO";1271121
2018-04-02;"SPPO";3104933
2018-04-03;"SPPO";3166737
2018-04-04;"SPPO";3196453
2018-04-05;"SPPO";3256277
2018-04-06;"SPPO";3212337
2018-04-07;"SPPO";1998099
2018-04-08;"SPPO";1289064
2018-04-09;"SPPO";3189135
2018-04-10;"SPPO";3257184
2018-04-11;"SPPO";3205523
2018-04-12;"SPPO";3210022
2018-04-13;"SPPO";3196214
2018-04-14;"SPPO";1948376
2018-04-15;"SPPO";1159361
2018-04-16;"SPPO";3121000
2018-04-17;"SPPO";3214009
2018-04-18;"SPPO";3225789
2018-04-19;"SPPO";3192216
2018-04-20;"SPPO";3140456
2018-04-21;"SPPO";1538364
2018-04-22;"SPPO";1211115
2018-04-23;"SPPO";1338870
2018-04-24;"SPPO";3170342
2018-04-25;"SPPO";3204981
2018-04-26;"SPPO";3181036
2018-04-27;"SPPO";3144303
2018-04-28;"SPPO";1913777
2018-04-29;"SPPO";1226895
2018-04-30;"SPPO";2513862
2018-05-01;"SPPO";1340590
2018-05-02;"SPPO";3159030
2018-05-03;"SPPO";3165769
2018-05-04;"SPPO";3164386
2018-05-05;"SPPO";2009110
2018-05-06;"SPPO";1275912
2018-05-07;"SPPO";3220416
2018-05-08;"SPPO";3221100
2018-05-09;"SPPO";3272033
2018-05-10;"SPPO";3270077
2018-05-11;"SPPO";3220350
2018-05-12;"SPPO";2028661
2018-05-13;"SPPO";1261978
2018-05-14;"SPPO";3110022
2018-05-15;"SPPO";3252178
2018-05-16;"SPPO";3231372
2018-05-17;"SPPO";3158068
2018-05-18;"SPPO";3168467
2018-05-19;"SPPO";1819743
2018-05-20;"SPPO";1201534
2018-05-21;"SPPO";3169450
2018-05-22;"SPPO";3234596
2018-05-23;"SPPO";3153490
2018-05-24;"SPPO";2875168
2018-05-25;"SPPO";2579593
2018-05-26;"SPPO";1164119
2018-05-27;"SPPO";481132
2018-05-28;"SPPO";2096209
2018-05-29;"SPPO";2812607
2018-05-30;"SPPO";3055099
2018-05-31;"SPPO";1348204
2018-06-01;"SPPO";2537903
2018-06-02;"SPPO";1850138
2018-06-03;"SPPO";1076337
2018-06-04;"SPPO";3097887
2018-06-05;"SPPO";3210023
2018-06-06;"SPPO";3262105
2018-06-07;"SPPO";3181150
2018-06-08;"SPPO";3184543
2018-06-09;"SPPO";1976473
2018-06-10;"SPPO";1253178
2018-06-11;"SPPO";2171490
2018-06-12;"SPPO";3157015
2018-06-13;"SPPO";3181585
2018-06-14;"SPPO";2983465
2018-06-15;"SPPO";2991843
2018-06-16;"SPPO";1819041
2018-06-17;"SPPO";1059240
2018-06-18;"SPPO";2978004
2018-06-19;"SPPO";3219254
2018-06-20;"SPPO";3175886
2018-06-21;"SPPO";3163328
2018-06-22;"SPPO";2203875
2018-06-23;"SPPO";1858653
2018-06-24;"SPPO";1161285
2018-06-25;"SPPO";3087765
2018-06-26;"SPPO";3137238
2018-06-27;"SPPO";2400205
2018-06-28;"SPPO";3089867
2018-06-29;"SPPO";3151009
2018-06-30;"SPPO";1899171
2018-07-01;"SPPO";1179337
2018-07-02;"SPPO";2056528
2018-07-03;"SPPO";3131311
2018-07-04;"SPPO";3145925
2018-07-05;"SPPO";3215938
2018-07-06;"SPPO";2432039
2018-07-07;"SPPO";1916634
2018-07-08;"SPPO";1247228
2018-07-09;"SPPO";3035030
2018-07-10;"SPPO";2817137
2018-07-11;"SPPO";2910966
2018-07-12;"SPPO";2935401
2018-07-13;"SPPO";2904783
2018-07-14;"SPPO";1897964
2018-07-15;"SPPO";1158315
2018-07-16;"SPPO";2766152
2018-07-17;"SPPO";2813328
2018-07-18;"SPPO";2823057
2018-07-19;"SPPO";2801458
2018-07-20;"SPPO";2782315
2018-07-21;"SPPO";1896965
2018-07-22;"SPPO";1161841
2018-07-23;"SPPO";2668985
2018-07-24;"SPPO";2730449
2018-07-25;"SPPO";2731316
2018-07-26;"SPPO";2749998
2018-07-27;"SPPO";2739682
2018-07-28;"SPPO";1841641
2018-07-29;"SPPO";1229172
2018-07-30;"SPPO";2792160
2018-07-31;"SPPO";2789688
2018-08-01;"SPPO";2945964
2018-08-02;"SPPO";2961216
2018-08-03;"SPPO";2963986
2018-08-04;"SPPO";1903568
2018-08-05;"SPPO";1221653
2018-08-06;"SPPO";2901910
2018-08-07;"SPPO";3042734
2018-08-08;"SPPO";3200126
2018-08-09;"SPPO";3179843
2018-08-10;"SPPO";3118643
2018-08-11;"SPPO";1993641
2018-08-12;"SPPO";1220188
2018-08-13;"SPPO";3066924
2018-08-14;"SPPO";3200815
2018-08-15;"SPPO";3198109
2018-08-16;"SPPO";3154054
2018-08-17;"SPPO";3106509
2018-08-18;"SPPO";1923338
2018-08-19;"SPPO";1218538
2018-08-20;"SPPO";3092978
2018-08-21;"SPPO";3167098
2018-08-22;"SPPO";3141928
2018-08-23;"SPPO";3130315
2018-08-24;"SPPO";3090036
2018-08-25;"SPPO";1827547
2018-08-26;"SPPO";1027842
2018-08-27;"SPPO";2917099
2018-08-28;"SPPO";3094256
2018-08-29;"SPPO";3111907
2018-08-30;"SPPO";3119406
2018-08-31;"SPPO";3107505
2018-09-01;"SPPO";1973984
2018-09-02;"SPPO";1264361
2018-09-03;"SPPO";3114556
2018-09-04;"SPPO";3160623
2018-09-05;"SPPO";3230021
2018-09-06;"SPPO";3210590
2018-09-07;"SPPO";1414632
2018-09-08;"SPPO";1855653
2018-09-09;"SPPO";1247998
2018-09-10;"SPPO";3180661
2018-09-11;"SPPO";3207970
2018-09-12;"SPPO";3167895
2018-09-13;"SPPO";3184683
2018-09-14;"SPPO";3082375
2018-09-15;"SPPO";1899311
2018-09-16;"SPPO";1189260
2018-09-17;"SPPO";3049218
2018-09-18;"SPPO";3116959
2018-09-19;"SPPO";3143716
2018-09-20;"SPPO";3142774
2018-09-21;"SPPO";3036031
2018-09-22;"SPPO";1904160
2018-09-23;"SPPO";1235729
2018-09-24;"SPPO";3041437
2018-09-25;"SPPO";3129676
2018-09-26;"SPPO";3118954
2018-09-27;"SPPO";2948863
2018-09-28;"SPPO";2993425
2018-09-29;"SPPO";1837646
2018-09-30;"SPPO";1197457
2018-10-01;"SPPO";3067542
2018-10-02;"SPPO";3159663
2018-10-03;"SPPO";3129659
2018-10-04;"SPPO";3115440
2018-10-05;"SPPO";3029707
2018-10-06;"SPPO";1861049
2018-10-07;"SPPO";1627629
2018-10-08;"SPPO";2994116
2018-10-09;"SPPO";3096019
2018-10-10;"SPPO";3186267
2018-10-11;"SPPO";3095235
2018-10-12;"SPPO";1352544
2018-10-13;"SPPO";1749373
2018-10-14;"SPPO";1095494
2018-10-15;"SPPO";1944805
2018-10-16;"SPPO";3167775
2018-10-17;"SPPO";3150034
2018-10-18;"SPPO";3141386
2018-10-19;"SPPO";3029160
2018-10-20;"SPPO";1910492
2018-10-21;"SPPO";1186216
2018-10-22;"SPPO";3046336
2018-10-23;"SPPO";3111601
2018-10-24;"SPPO";3061527
2018-10-25;"SPPO";2956093
2018-10-26;"SPPO";2969960
2018-10-27;"SPPO";1805715
2018-10-28;"SPPO";1555082
2018-10-29;"SPPO";2880319
2018-10-30;"SPPO";3085310
2018-10-31;"SPPO";3070969
2018-11-01;"SPPO";3155828
2018-11-02;"SPPO";1346299
2018-11-03;"SPPO";1809104
2018-11-04;"SPPO";1159976
2018-11-05;"SPPO";3053885
2018-11-06;"SPPO";3189840
2018-11-07;"SPPO";3177215
2018-11-08;"SPPO";2875369
2018-11-09;"SPPO";3123115
2018-11-10;"SPPO";1960800
2018-11-11;"SPPO";1279313
2018-11-12;"SPPO";3169671
2018-11-13;"SPPO";3231854
2018-11-14;"SPPO";3239780
2018-11-15;"SPPO";1439538
2018-11-16;"SPPO";2492108
2018-11-17;"SPPO";1823869
2018-11-18;"SPPO";1243524
2018-11-19;"SPPO";2373461
2018-11-20;"SPPO";1196068
2018-11-21;"SPPO";3141130
2018-11-22;"SPPO";3176218
2018-11-23;"SPPO";3144518
2018-11-24;"SPPO";1893901
2018-11-25;"SPPO";1166429
2018-11-26;"SPPO";2774791
2018-11-27;"SPPO";3113579
2018-11-28;"SPPO";3100714
2018-11-29;"SPPO";3085621
2018-11-30;"SPPO";3052390
2018-12-01;"SPPO";1979488
2018-12-02;"SPPO";1227604
2018-12-03;"SPPO";3072346
2018-12-04;"SPPO";3160475
2018-12-05;"SPPO";3136485
2018-12-06;"SPPO";3132781
2018-12-07;"SPPO";3037120
2018-12-08;"SPPO";1929403
2018-12-09;"SPPO";1311200
2018-12-10;"SPPO";3100747
2018-12-11;"SPPO";3064453
2018-12-12;"SPPO";3047234
2018-12-13;"SPPO";2988893
2018-12-14;"SPPO";2982044
2018-12-15;"SPPO";2128284
2018-12-16;"SPPO";1419461
2018-12-17;"SPPO";2922562
2018-12-18;"SPPO";2910898
2018-12-19;"SPPO";2882723
2018-12-20;"SPPO";2892698
2018-12-21;"SPPO";2827663
2018-12-22;"SPPO";2031566
2018-12-23;"SPPO";1404347
2018-12-24;"SPPO";1545078
2018-12-25;"SPPO";803440
2018-12-26;"SPPO";2312739
2018-12-27;"SPPO";2462213
2018-12-28;"SPPO";2473672
2018-12-29;"SPPO";1831282
2018-12-30;"SPPO";1294463
2018-12-31;"SPPO";1660773
2019-01-01;"SPPO";909318
2019-01-02;"SPPO";2274059
2019-01-03;"SPPO";2490085
2019-01-04;"SPPO";2544713
2019-01-05;"SPPO";1713970
2019-01-06;"SPPO";1195480
2019-01-07;"SPPO";2695775
2019-01-08;"SPPO";2744889
2019-01-09;"SPPO";2709077
2019-01-10;"SPPO";2708532
2019-01-11;"SPPO";2683917
2019-01-12;"SPPO";1821764
2019-01-13;"SPPO";1238930
2019-01-14;"SPPO";2633886
2019-01-15;"SPPO";2690985
2019-01-16;"SPPO";2655327
2019-01-17;"SPPO";2664464
2019-01-18;"SPPO";2641806
2019-01-19;"SPPO";1779985
2019-01-20;"SPPO";1190903
2019-01-21;"SPPO";2591238
2019-01-22;"SPPO";2618801
2019-01-23;"SPPO";2639591
2019-01-24;"SPPO";2621117
2019-01-25;"SPPO";2497392
2019-01-26;"SPPO";1715593
2019-01-27;"SPPO";1166131
2019-01-28;"SPPO";2565423
2019-01-29;"SPPO";2638756
2019-01-30;"SPPO";2649714
2019-01-31;"SPPO";2661856
2019-02-01;"SPPO";2751431
2019-02-02;"SPPO";1817713
2019-02-03;"SPPO";1182301
2019-02-04;"SPPO";2662793
2019-02-05;"SPPO";2700533
2019-02-06;"SPPO";2882201
2019-02-07;"SPPO";2688509
2019-02-08;"SPPO";2868169
2019-02-09;"SPPO";1875248
2019-02-10;"SPPO";1190713
2019-02-11;"SPPO";2947293
2019-02-12;"SPPO";2922450
2019-02-13;"SPPO";2270077
2019-02-14;"SPPO";2907875
2019-02-15;"SPPO";2891502
2019-02-16;"SPPO";1729301
2019-02-17;"SPPO";1098307
2019-02-18;"SPPO";2840219
2019-02-19;"SPPO";2966428
2019-02-20;"SPPO";2977288
2019-02-21;"SPPO";2929122
2019-02-22;"SPPO";2918473
2019-02-23;"SPPO";1854910
2019-02-24;"SPPO";1181423
2019-02-25;"SPPO";2800801
2019-02-26;"SPPO";2884195
2019-02-27;"SPPO";2922823
2019-02-28;"SPPO";2855074
2019-03-01;"SPPO";2429273
2019-03-02;"SPPO";1398673
2019-03-03;"SPPO";973367
2019-03-04;"SPPO";1138873
2019-03-05;"SPPO";1001329
2019-03-06;"SPPO";1481335
2019-03-07;"SPPO";2503304
2019-03-08;"SPPO";2572894
2019-03-09;"SPPO";1722518
2019-03-10;"SPPO";1109940
2019-03-11;"SPPO";2878250
2019-03-12;"SPPO";3035636
2019-03-13;"SPPO";2958150
2019-03-14;"SPPO";2989371
2019-03-15;"SPPO";2904943
2019-03-16;"SPPO";1745642
2019-03-17;"SPPO";1127347
2019-03-18;"SPPO";2937014
2019-03-19;"SPPO";3001262
2019-03-20;"SPPO";2914288
2019-03-21;"SPPO";2770219
2019-03-22;"SPPO";2832730
2019-03-23;"SPPO";1751142
2019-03-24;"SPPO";1089922
2019-03-25;"SPPO";2895108
2019-03-26;"SPPO";2973493
2019-03-27;"SPPO";2845035
2019-03-28;"SPPO";2856314
2019-03-29;"SPPO";2798880
2019-03-30;"SPPO";1765963
2019-03-31;"SPPO";1096532
2019-04-01;"SPPO";2967900
2019-04-02;"SPPO";3055926
2019-04-03;"SPPO";3022716
2019-04-04;"SPPO";3044629
2019-04-05;"SPPO";3048464
2019-04-06;"SPPO";1866842
2019-04-07;"SPPO";1147644
2019-04-08;"SPPO";2874492
2019-04-09;"SPPO";1662476
2019-04-10;"SPPO";2708202
2019-04-11;"SPPO";2987619
2019-04-12;"SPPO";2962909
2019-04-13;"SPPO";1825538
2019-04-14;"SPPO";1054570
2019-04-15;"SPPO";2960039
2019-04-16;"SPPO";3041962
2019-04-17;"SPPO";3032878
2019-04-18;"SPPO";2782425
2019-04-19;"SPPO";1170167
2019-04-20;"SPPO";1605883
2019-04-21;"SPPO";1062644
2019-04-22;"SPPO";2229358
2019-04-23;"SPPO";1236248
2019-04-24;"SPPO";2922436
2019-04-25;"SPPO";2958566
2019-04-26;"SPPO";2890200
2019-04-27;"SPPO";1758735
2019-04-28;"SPPO";1085015
2019-04-29;"SPPO";2772793
2019-04-30;"SPPO";2818892
2019-05-01;"SPPO";1187779
2019-05-02;"SPPO";2976842
2019-05-03;"SPPO";2938175
2019-05-04;"SPPO";1816345
2019-05-05;"SPPO";1122491
2019-05-06;"SPPO";2975488
2019-05-07;"SPPO";2973359
2019-05-08;"SPPO";3004674
2019-05-09;"SPPO";3017133
2019-05-10;"SPPO";2975754
2019-05-11;"SPPO";1843339
2019-05-12;"SPPO";1134804
2019-05-13;"SPPO";2655926
2019-05-14;"SPPO";2743841
2019-05-15;"SPPO";2628608
2019-05-16;"SPPO";2891372
2019-05-17;"SPPO";2599632
2019-05-18;"SPPO";1599665
2019-05-19;"SPPO";1072329
2019-05-20;"SPPO";2907697
2019-05-21;"SPPO";2965227
2019-05-22;"SPPO";2961703
2019-05-23;"SPPO";2934586
2019-05-24;"SPPO";2875647
2019-05-25;"SPPO";1708398
2019-05-26;"SPPO";1051025
2019-05-27;"SPPO";2851425
2019-05-28;"SPPO";2912568
2019-05-29;"SPPO";2908261
2019-05-30;"SPPO";2835519
2019-05-31;"SPPO";2838781
2019-06-01;"SPPO";1749985
2019-06-02;"SPPO";991530
2019-06-03;"SPPO";2788908
2019-06-04;"SPPO";2828945
2019-06-05;"SPPO";2909283
2019-06-06;"SPPO";2998452
2019-06-07;"SPPO";2983885
2019-06-08;"SPPO";1822662
2019-06-09;"SPPO";1109223
2019-06-10;"SPPO";2947407
2019-06-11;"SPPO";3009462
2019-06-12;"SPPO";2977698
2019-06-13;"SPPO";2956528
2019-06-14;"SPPO";2599975
2019-06-15;"SPPO";1780189
2019-06-16;"SPPO";1133422
2019-06-17;"SPPO";2893254
2019-06-18;"SPPO";3005513
2019-06-19;"SPPO";2962918
2019-06-20;"SPPO";1208118
