"DATA";"SISTEMA";"TOTAL_PAX_TRANSPORTADO"
2019-06-21;"SPPO";2242293
2019-06-22;"SPPO";1617526
2019-06-23;"SPPO";1038983
2019-06-24;"SPPO";2826274
2019-06-25;"SPPO";2868205
2019-06-26;"SPPO";2894772
2019-06-27;"SPPO";2836724
2019-06-28;"SPPO";2809888
2019-06-29;"SPPO";1708199
2019-06-30;"SPPO";1057841
2019-07-01;"SPPO";2840110
2019-07-02;"SPPO";2908502
2019-07-03;"SPPO";2930107
2019-07-04;"SPPO";2848103
2019-07-05;"SPPO";2689697
2019-07-06;"SPPO";1718361
2019-07-07;"SPPO";1020344
2019-07-08;"SPPO";2751232
2019-07-09;"SPPO";2810385
2019-07-10;"SPPO";2800895
2019-07-11;"SPPO";2763359
2019-07-12;"SPPO";2704755
2019-07-13;"SPPO";1732375
2019-07-14;"SPPO";1074513
2019-07-15;"SPPO";2560326
2019-07-16;"SPPO";2497728
2019-07-17;"SPPO";2506696
2019-07-18;"SPPO";2533690
2019-07-19;"SPPO";2526597
2019-07-20;"SPPO";1647296
2019-07-21;"SPPO";1036487
2019-07-22;"SPPO";2460351
2019-07-23;"SPPO";2513405
2019-07-24;"SPPO";2512983
2019-07-25;"SPPO";2511869
2019-07-26;"SPPO";2500313
2019-07-27;"SPPO";1652591
2019-07-28;"SPPO";1043117
2019-07-29;"SPPO";2500531
2019-07-30;"SPPO";2591646
2019-07-31;"SPPO";2549668
2019-08-01;"SPPO";2701222
2019-08-02;"SPPO";2674588
2019-08-03;"SPPO";1473619
2019-08-04;"SPPO";883597
2019-08-05;"SPPO";2781652
2019-08-06;"SPPO";2933300
2019-08-07;"SPPO";2973879
2019-08-08;"SPPO";2946315
2019-08-09;"SPPO";2868648
2019-08-10;"SPPO";1817815
2019-08-11;"SPPO";1099344
2019-08-12;"SPPO";2863474
2019-08-13;"SPPO";2800150
2019-08-14;"SPPO";2739825
2019-08-15;"SPPO";2884912
2019-08-16;"SPPO";2898013
2019-08-17;"SPPO";1733255
2019-08-18;"SPPO";1089550
2019-08-19;"SPPO";2838950
2019-08-20;"SPPO";2818501
2019-08-21;"SPPO";2850128
2019-08-22;"SPPO";2774258
2019-08-23;"SPPO";2768000
2019-08-24;"SPPO";1638437
2019-08-25;"SPPO";980088
2019-08-26;"SPPO";2821806
2019-08-27;"SPPO";2894321
2019-08-28;"SPPO";2873247
2019-08-29;"SPPO";2880318
2019-08-30;"SPPO";2862149
2019-08-31;"SPPO";1727301
2019-09-01;"SPPO";1029792
2019-09-02;"SPPO";2747806
2019-09-03;"SPPO";2888117
2019-09-04;"SPPO";2824927
2019-09-05;"SPPO";2763901
2019-09-06;"SPPO";2916754
2019-09-07;"SPPO";1408359
2019-09-08;"SPPO";1121018
2019-09-09;"SPPO";2950770
2019-09-10;"SPPO";3019586
2019-09-11;"SPPO";2981840
2019-09-12;"SPPO";2956999
2019-09-13;"SPPO";2865005
2019-09-14;"SPPO";1702143
2019-09-15;"SPPO";1084186
2019-09-16;"SPPO";2882294
2019-09-17;"SPPO";2931442
2019-09-18;"SPPO";2921993
2019-09-19;"SPPO";2894895
2019-09-20;"SPPO";2881379
2019-09-21;"SPPO";1650614
2019-09-22;"SPPO";945317
2019-09-23;"SPPO";2814847
2019-09-24;"SPPO";2893012
2019-09-25;"SPPO";2844728
2019-09-26;"SPPO";2656207
2019-09-27;"SPPO";2786201
2019-09-28;"SPPO";1573508
2019-09-29;"SPPO";993327
2019-09-30;"SPPO";2749283
2019-10-01;"SPPO";2975867
2019-10-02;"SPPO";2939055
2019-10-03;"SPPO";2922055
2019-10-04;"SPPO";2909285
2019-10-05;"SPPO";1850349
2019-10-06;"SPPO";1125370
2019-10-07;"SPPO";2907462
2019-10-08;"SPPO";2861564
2019-10-09;"SPPO";2547909
2019-10-10;"SPPO";2893936
2019-10-11;"SPPO";2898354
2019-10-12;"SPPO";1486814
2019-10-13;"SPPO";1173572
2019-10-14;"SPPO";2593367
2019-10-15;"SPPO";2558760
2019-10-16;"SPPO";2926740
2019-10-17;"SPPO";2921054
2019-10-18;"SPPO";2876052
2019-10-19;"SPPO";1764937
2019-10-20;"SPPO";1030176
2019-10-21;"SPPO";2251583
2019-10-22;"SPPO";2921862
2019-10-23;"SPPO";2820320
2019-10-24;"SPPO";2863238
2019-10-25;"SPPO";2851817
2019-10-26;"SPPO";1681797
2019-10-27;"SPPO";1089589
2019-10-28;"SPPO";2522168
2019-10-29;"SPPO";2879835
2019-10-30;"SPPO";2898234
2019-10-31;"SPPO";2882551
2019-11-01;"SPPO";2888366
2019-11-02;"SPPO";1364373
2019-11-03;"SPPO";1143770
2019-11-04;"SPPO";2888775
2019-11-05;"SPPO";2949429
2019-11-06;"SPPO";2930801
2019-11-07;"SPPO";2966283
2019-11-08;"SPPO";2878570
2019-11-09;"SPPO";1758585
2019-11-10;"SPPO";1093954
2019-11-11;"SPPO";2620297
2019-11-12;"SPPO";2892287
2019-11-13;"SPPO";2950840
2019-11-14;"SPPO";2804954
2019-11-15;"SPPO";1172169
2019-11-16;"SPPO";1625269
2019-11-17;"SPPO";1021685
2019-11-18;"SPPO";2873283
2019-11-19;"SPPO";2883460
2019-11-20;"SPPO";1227790
2019-11-21;"SPPO";2925891
2019-11-22;"SPPO";2865958
2019-11-23;"SPPO";1580401
2019-11-24;"SPPO";972136
2019-11-25;"SPPO";2804260
2019-11-26;"SPPO";2870351
2019-11-27;"SPPO";2884404
2019-11-28;"SPPO";2757433
2019-11-29;"SPPO";2834851
2019-11-30;"SPPO";1785067
2019-12-01;"SPPO";1123468
2019-12-02;"SPPO";2821769
2019-12-03;"SPPO";2901573
2019-12-04;"SPPO";2916246
2019-12-05;"SPPO";2868168
2019-12-06;"SPPO";2776279
2019-12-07;"SPPO";1892463
2019-12-08;"SPPO";1231712
2019-12-09;"SPPO";2801096
2019-12-10;"SPPO";2803799
2019-12-11;"SPPO";2772554
2019-12-12;"SPPO";2696209
2019-12-13;"SPPO";2727222
2019-12-14;"SPPO";1831295
2019-12-15;"SPPO";1216217
2019-12-16;"SPPO";2698106
2019-12-17;"SPPO";2666030
2019-12-18;"SPPO";2652147
2019-12-19;"SPPO";2636573
2019-12-20;"SPPO";2653534
2019-12-21;"SPPO";1768324
2019-12-22;"SPPO";1216922
2019-12-23;"SPPO";2296509
2019-12-24;"SPPO";1479519
2019-12-25;"SPPO";764553
2019-12-26;"SPPO";2185922
2019-12-27;"SPPO";2313063
2019-12-28;"SPPO";1681422
2019-12-29;"SPPO";1200708
2019-12-30;"SPPO";2194493
2019-12-31;"SPPO";1528439
2020-01-01;"SPPO";865592
2020-01-02;"SPPO";2012301
2020-01-03;"SPPO";2082403
2020-01-04;"SPPO";1521302
2020-01-05;"SPPO";1023140
2020-01-06;"SPPO";2431200
2020-01-07;"SPPO";2491533
2020-01-08;"SPPO";2471044
2020-01-09;"SPPO";2469010
2020-01-10;"SPPO";2470111
2020-01-11;"SPPO";1660710
2020-01-12;"SPPO";1130191
2020-01-13;"SPPO";2294783
2020-01-14;"SPPO";2431822
2020-01-15;"SPPO";2469187
2020-01-16;"SPPO";2440615
2020-01-17;"SPPO";2235299
2020-01-18;"SPPO";1553877
2020-01-19;"SPPO";1033984
2020-01-20;"SPPO";1178869
2020-01-21;"SPPO";2475599
2020-01-22;"SPPO";2452908
2020-01-23;"SPPO";2339439
2020-01-24;"SPPO";2356260
2020-01-25;"SPPO";1577487
2020-01-26;"SPPO";1064382
2020-01-27;"SPPO";2423830
2020-01-28;"SPPO";2446775
2020-01-29;"SPPO";2439147
2020-01-30;"SPPO";2351584
2020-01-31;"SPPO";2377865
2020-02-01;"SPPO";1654550
2020-02-02;"SPPO";1034124
2020-02-03;"SPPO";2456533
2020-02-04;"SPPO";2578357
2020-02-05;"SPPO";2465385
2020-02-06;"SPPO";2585822
2020-02-07;"SPPO";2675982
2020-02-08;"SPPO";1781101
2020-02-09;"SPPO";1134859
2020-02-10;"SPPO";2616864
2020-02-11;"SPPO";2475140
2020-02-12;"SPPO";2617120
2020-02-13;"SPPO";2701568
2020-02-14;"SPPO";2761409
2020-02-15;"SPPO";1750033
2020-02-16;"SPPO";1092837
2020-02-17;"SPPO";2756341
2020-02-18;"SPPO";2804057
2020-02-19;"SPPO";2771163
2020-02-20;"SPPO";2686618
2020-02-21;"SPPO";2208647
2020-02-22;"SPPO";1287422
2020-02-23;"SPPO";912876
2020-02-24;"SPPO";1060314
2020-02-25;"SPPO";891150
2020-02-26;"SPPO";1347671
2020-02-27;"SPPO";2130992
2020-02-28;"SPPO";2249652
2020-02-29;"SPPO";1469451
2020-03-01;"SPPO";777182
2020-03-02;"SPPO";2335546
2020-03-03;"SPPO";2683271
2020-03-04;"SPPO";2717329
2020-03-05;"SPPO";2771141
2020-03-06;"SPPO";2769017
2020-03-07;"SPPO";1704243
2020-03-08;"SPPO";1078851
2020-03-09;"SPPO";2776020
2020-03-10;"SPPO";2828138
2020-03-11;"SPPO";2798954
2020-03-12;"SPPO";2779540
2020-03-13;"SPPO";2713771
2020-03-14;"SPPO";1519588
2020-03-15;"SPPO";931422
2020-03-16;"SPPO";2056967
2020-03-17;"SPPO";1759965
2020-03-18;"SPPO";1545300
2020-03-19;"SPPO";1354347
2020-03-20;"SPPO";1237108
2020-03-21;"SPPO";672630
2020-03-22;"SPPO";401902
2020-03-23;"SPPO";931920
2020-03-24;"SPPO";786205
2020-03-25;"SPPO";771747
2020-03-26;"SPPO";770122
2020-03-27;"SPPO";809647
2020-03-28;"SPPO";554652
2020-03-29;"SPPO";363907
2020-03-30;"SPPO";824919
2020-03-31;"SPPO";832984
2020-04-01;"SPPO";823465
2020-04-02;"SPPO";822914
2020-04-03;"SPPO";848302
2020-04-04;"SPPO";561253
2020-04-05;"SPPO";333352
2020-04-06;"SPPO";878775
2020-04-07;"SPPO";888564
2020-04-08;"SPPO";869570
2020-04-09;"SPPO";907231
2020-04-10;"SPPO";428254
2020-04-11;"SPPO";553803
2020-04-12;"SPPO";338173
2020-04-13;"SPPO";866726
2020-04-14;"SPPO";846676
2020-04-15;"SPPO";846931
2020-04-16;"SPPO";826206
2020-04-17;"SPPO";844071
2020-04-18;"SPPO";547917
2020-04-19;"SPPO";323937
2020-04-20;"SPPO";838207
2020-04-21;"SPPO";420414
2020-04-22;"SPPO";866288
2020-04-23;"SPPO";435402
2020-04-24;"SPPO";844836
2020-04-25;"SPPO";545456
2020-04-26;"SPPO";322533
2020-04-27;"SPPO";842158
2020-04-28;"SPPO";826433
2020-04-29;"SPPO";836794
2020-04-30;"SPPO";863609
2020-05-01;"SPPO";433164
2020-05-02;"SPPO";549345
2020-05-03;"SPPO";316239
2020-05-04;"SPPO";895760
2020-05-05;"SPPO";899088
2020-05-06;"SPPO";897399
2020-05-07;"SPPO";835879
2020-05-08;"SPPO";920691
2020-05-09;"SPPO";602333
2020-05-10;"SPPO";345375
2020-05-11;"SPPO";854954
2020-05-12;"SPPO";842355
2020-05-13;"SPPO";840644
2020-05-14;"SPPO";812931
2020-05-15;"SPPO";796497
2020-05-16;"SPPO";555294
2020-05-17;"SPPO";323518
2020-05-18;"SPPO";853415
2020-05-19;"SPPO";853722
2020-05-20;"SPPO";865482
2020-05-21;"SPPO";850807
2020-05-22;"SPPO";873481
2020-05-23;"SPPO";566750
2020-05-24;"SPPO";311059
2020-05-25;"SPPO";867386
2020-05-26;"SPPO";879257
2020-05-27;"SPPO";888804
2020-05-28;"SPPO";884553
2020-05-29;"SPPO";926650
2020-05-30;"SPPO";602142
2020-05-31;"SPPO";346576
2020-06-01;"SPPO";967823
2020-06-02;"SPPO";986681
2020-06-03;"SPPO";1000798
2020-06-04;"SPPO";1000005
2020-06-05;"SPPO";1054511
2020-06-06;"SPPO";667680
2020-06-07;"SPPO";373858
2020-06-08;"SPPO";1018164
2020-06-09;"SPPO";1020107
2020-06-10;"SPPO";1049052
2020-06-11;"SPPO";548696
2020-06-12;"SPPO";1023656
2020-06-13;"SPPO";676680
2020-06-14;"SPPO";384138
2020-06-15;"SPPO";1020426
2020-06-16;"SPPO";1053667
2020-06-17;"SPPO";1076575
2020-06-18;"SPPO";1062202
2020-06-19;"SPPO";1092856
2020-06-20;"SPPO";727578
2020-06-21;"SPPO";426829
2020-06-22;"SPPO";1078120
2020-06-23;"SPPO";1090464
2020-06-24;"SPPO";1100365
2020-06-25;"SPPO";1093693
2020-06-26;"SPPO";1120939
2020-06-27;"SPPO";717062
2020-06-28;"SPPO";416709
2020-06-29;"SPPO";1083818
2020-06-30;"SPPO";1129691
2020-07-01;"SPPO";1198726
2020-07-02;"SPPO";1215087
2020-07-03;"SPPO";1242149
2020-07-04;"SPPO";822363
2020-07-05;"SPPO";485987
2020-07-06;"SPPO";1266579
2020-07-07;"SPPO";1302359
2020-07-08;"SPPO";1300830
2020-07-09;"SPPO";1273822
2020-07-10;"SPPO";1310442
2020-07-11;"SPPO";861795
2020-07-12;"SPPO";500384
2020-07-13;"SPPO";1262299
2020-07-14;"SPPO";1222725
2020-07-15;"SPPO";1219006
2020-07-16;"SPPO";1277062
2020-07-17;"SPPO";1310039
2020-07-18;"SPPO";870430
2020-07-19;"SPPO";507063
2020-07-20;"SPPO";1281520
2020-07-21;"SPPO";1298249
2020-07-22;"SPPO";1313894
2020-07-23;"SPPO";1306524
2020-07-24;"SPPO";1331490
2020-07-25;"SPPO";882893
2020-07-26;"SPPO";512209
2020-07-27;"SPPO";1300456
2020-07-28;"SPPO";1333209
2020-07-29;"SPPO";1293400
2020-07-30;"SPPO";1214711
2020-07-31;"SPPO";1319739
2020-08-01;"SPPO";927541
2020-08-02;"SPPO";543048
2020-08-03;"SPPO";1401361
2020-08-04;"SPPO";1419899
2020-08-05;"SPPO";1442847
2020-08-06;"SPPO";1451765
2020-08-07;"SPPO";1506395
2020-08-08;"SPPO";1014285
2020-08-09;"SPPO";616644
2020-08-10;"SPPO";1425604
2020-08-11;"SPPO";1443154
2020-08-12;"SPPO";1446544
2020-08-13;"SPPO";1445014
2020-08-14;"SPPO";1459561
2020-08-15;"SPPO";971314
2020-08-16;"SPPO";529563
2020-08-17;"SPPO";1418057
2020-08-18;"SPPO";1452630
2020-08-19;"SPPO";1466549
2020-08-20;"SPPO";1413001
2020-08-21;"SPPO";1367920
2020-08-22;"SPPO";807541
2020-08-23;"SPPO";522898
2020-08-24;"SPPO";1415199
2020-08-25;"SPPO";1444980
2020-08-26;"SPPO";1451502
2020-08-27;"SPPO";1459192
2020-08-28;"SPPO";1491893
2020-08-29;"SPPO";984542
2020-08-30;"SPPO";607668
2020-08-31;"SPPO";1428321
2020-09-01;"SPPO";1499808
2020-09-02;"SPPO";1517303
2020-09-03;"SPPO";1538415
2020-09-04;"SPPO";1568716
2020-09-05;"SPPO";1046336
2020-09-06;"SPPO";640463
2020-09-07;"SPPO";694977
2020-09-08;"SPPO";1583560
2020-09-09;"SPPO";1565813
2020-09-10;"SPPO";1558938
2020-09-11;"SPPO";1559923
2020-09-12;"SPPO";1041897
2020-09-13;"SPPO";634638
2020-09-14;"SPPO";1511976
2020-09-15;"SPPO";1483003
2020-09-16;"SPPO";1539640
2020-09-17;"SPPO";1545571
2020-09-18;"SPPO";1539674
2020-09-19;"SPPO";1013710
2020-09-20;"SPPO";524729
2020-09-21;"SPPO";1439992
2020-09-22;"SPPO";1223699
2020-09-23;"SPPO";1461865
2020-09-24;"SPPO";1521453
2020-09-25;"SPPO";1545456
2020-09-26;"SPPO";1010592
2020-09-27;"SPPO";620007
2020-09-28;"SPPO";1484367
2020-09-29;"SPPO";1510730
2020-09-30;"SPPO";1531045
2020-10-01;"SPPO";1590802
2020-10-02;"SPPO";1618592
2020-10-03;"SPPO";1047777
2020-10-04;"SPPO";571077
2020-10-05;"SPPO";1577608
2020-10-06;"SPPO";1618774
2020-10-07;"SPPO";1632711
2020-10-08;"SPPO";1574507
2020-10-09;"SPPO";1585121
2020-10-10;"SPPO";1069569
2020-10-11;"SPPO";632697
2020-10-12;"SPPO";722094
2020-10-13;"SPPO";1637346
2020-10-14;"SPPO";1624992
2020-10-15;"SPPO";1586988
2020-10-16;"SPPO";1593867
2020-10-17;"SPPO";1065109
2020-10-18;"SPPO";619777
2020-10-19;"SPPO";1145907
2020-10-20;"SPPO";1648459
2020-10-21;"SPPO";1619823
2020-10-22;"SPPO";1603033
2020-10-23;"SPPO";1615104
2020-10-24;"SPPO";1033360
2020-10-25;"SPPO";594198
2020-10-26;"SPPO";1552167
2020-10-27;"SPPO";1603016
2020-10-28;"SPPO";1594062
2020-10-29;"SPPO";1608706
2020-10-30;"SPPO";1474845
2020-10-31;"SPPO";977377
2020-11-01;"SPPO";579648
2020-11-02;"SPPO";683263
2020-11-03;"SPPO";1686938
2020-11-04;"SPPO";1677890
2020-11-05;"SPPO";1651579
2020-11-06;"SPPO";1711897
2020-11-07;"SPPO";1127989
2020-11-08;"SPPO";637748
2020-11-09;"SPPO";1660871
2020-11-10;"SPPO";1680270
2020-11-11;"SPPO";1680610
2020-11-12;"SPPO";1662923
2020-11-13;"SPPO";1680575
2020-11-14;"SPPO";1103464
2020-11-15;"SPPO";980697
2020-11-16;"SPPO";1614493
2020-11-17;"SPPO";1663425
2020-11-18;"SPPO";1588762
2020-11-19;"SPPO";1623387
2020-11-20;"SPPO";784156
2020-11-21;"SPPO";1055468
2020-11-22;"SPPO";604499
2020-11-23;"SPPO";1619381
2020-11-24;"SPPO";1654810
2020-11-25;"SPPO";1665273
2020-11-26;"SPPO";1652132
2020-11-27;"SPPO";1671851
2020-11-28;"SPPO";1115525
2020-11-29;"SPPO";924059
2020-11-30;"SPPO";1584189
2020-12-01;"SPPO";1659908
2020-12-02;"SPPO";1651769
2020-12-03;"SPPO";1684926
2020-12-04;"SPPO";1703796
2020-12-05;"SPPO";1115800
2020-12-06;"SPPO";613287
2020-12-07;"SPPO";1548441
2020-12-08;"SPPO";1672148
2020-12-09;"SPPO";1664542
2020-12-10;"SPPO";1630366
2020-12-11;"SPPO";1684480
2020-12-12;"SPPO";1135630
2020-12-13;"SPPO";624345
2020-12-14;"SPPO";1646556
2020-12-15;"SPPO";1689735
2020-12-16;"SPPO";1661559
2020-12-17;"SPPO";1681009
2020-12-18;"SPPO";1691542
2020-12-19;"SPPO";1194067
2020-12-20;"SPPO";732785
2020-12-21;"SPPO";1677996
2020-12-22;"SPPO";1615266
2020-12-23;"SPPO";1637134
2020-12-24;"SPPO";991013
2020-12-25;"SPPO";390150
2020-12-26;"SPPO";902594
2020-12-27;"SPPO";548123
2020-12-28;"SPPO";1479779
2020-12-29;"SPPO";1500602
2020-12-30;"SPPO";1484205
2020-12-31;"SPPO";941154
2021-01-01;"SPPO";384813
2021-01-02;"SPPO";745196
2021-01-03;"SPPO";554077
2021-01-04;"SPPO";1522345
2021-01-05;"SPPO";1584340
2021-01-06;"SPPO";1587885
2021-01-07;"SPPO";1603077
2021-01-08;"SPPO";1630386
2021-01-09;"SPPO";1059638
2021-01-10;"SPPO";641133
2021-01-11;"SPPO";1603018
2021-01-12;"SPPO";1610297
2021-01-13;"SPPO";1619221
2021-01-14;"SPPO";1609918
2021-01-15;"SPPO";1618808
2021-01-16;"SPPO";1066543
2021-01-17;"SPPO";675963
2021-01-18;"SPPO";1583571
2021-01-19;"SPPO";1639818
2021-01-20;"SPPO";852552
2021-01-21;"SPPO";1638518
2021-01-22;"SPPO";1623796
2021-01-23;"SPPO";1055983
2021-01-24;"SPPO";654331
2021-01-25;"SPPO";1584296
2021-01-26;"SPPO";1618775
2021-01-27;"SPPO";1609771
2021-01-28;"SPPO";1600774
2021-01-29;"SPPO";1612552
2021-01-30;"SPPO";1052020
2021-01-31;"SPPO";647514
2021-02-01;"SPPO";1633400
2021-02-02;"SPPO";1643310
2021-02-03;"SPPO";1660658
2021-02-04;"SPPO";1677842
2021-02-05;"SPPO";1598869
2021-02-06;"SPPO";1006348
2021-02-07;"SPPO";604022
2021-02-08;"SPPO";1620683
2021-02-09;"SPPO";1688587
2021-02-10;"SPPO";1709009
2021-02-11;"SPPO";1681174
2021-02-12;"SPPO";1673416
2021-02-13;"SPPO";1003400
2021-02-14;"SPPO";610753
2021-02-15;"SPPO";1084280
2021-02-16;"SPPO";705052
2021-02-17;"SPPO";1307066
2021-02-18;"SPPO";1643372
2021-02-19;"SPPO";1639981
2021-02-20;"SPPO";1041214
2021-02-21;"SPPO";597687
2021-02-22;"SPPO";1616576
2021-02-23;"SPPO";1679543
2021-02-24;"SPPO";1669650
2021-02-25;"SPPO";1653670
2021-02-26;"SPPO";1654421
2021-02-27;"SPPO";1030418
2021-02-28;"SPPO";611013
2021-03-01;"SPPO";1643724
2021-03-02;"SPPO";1672014
2021-03-03;"SPPO";1690580
2021-03-04;"SPPO";1686875
2021-03-05;"SPPO";1687185
2021-03-06;"SPPO";1030417
2021-03-07;"SPPO";547523
2021-03-08;"SPPO";1632251
2021-03-09;"SPPO";1659103
2021-03-10;"SPPO";1664242
2021-03-11;"SPPO";1640408
2021-03-12;"SPPO";1650555
2021-03-13;"SPPO";1031851
2021-03-14;"SPPO";594092
2021-03-15;"SPPO";1615348
2021-03-16;"SPPO";1598298
2021-03-17;"SPPO";1637003
2021-03-18;"SPPO";1623496
2021-03-19;"SPPO";1622828
2021-03-20;"SPPO";992805
2021-03-21;"SPPO";553684
2021-03-22;"SPPO";1548408
2021-03-23;"SPPO";1582209
2021-03-24;"SPPO";1590497
2021-03-25;"SPPO";1610843
2021-03-26;"SPPO";1168753
2021-03-27;"SPPO";764827
2021-03-28;"SPPO";469513
2021-03-29;"SPPO";1081747
2021-03-30;"SPPO";1077721
2021-03-31;"SPPO";1160840
2021-04-01;"SPPO";1218014
2021-04-02;"SPPO";600913
2021-04-03;"SPPO";792205
2021-04-04;"SPPO";504233
2021-04-05;"SPPO";1405222
2021-04-06;"SPPO";1407081
2021-04-07;"SPPO";1440370
2021-04-08;"SPPO";1465052
2021-04-09;"SPPO";1564588
2021-04-10;"SPPO";1001876
2021-04-11;"SPPO";556236
2021-04-12;"SPPO";1548420
2021-04-13;"SPPO";1489363
2021-04-14;"SPPO";1580964
2021-04-15;"SPPO";1583912
2021-04-16;"SPPO";1589929
2021-04-17;"SPPO";986579
2021-04-18;"SPPO";555001
2021-04-19;"SPPO";1554364
2021-04-20;"SPPO";1579584
2021-04-21;"SPPO";1109319
2021-04-22;"SPPO";1501282
2021-04-23;"SPPO";1202677
2021-04-24;"SPPO";959400
2021-04-25;"SPPO";568366
2021-04-26;"SPPO";1578286
2021-04-27;"SPPO";1567763
2021-04-28;"SPPO";1592974
2021-04-29;"SPPO";1522379
2021-04-30;"SPPO";1581279
2021-05-01;"SPPO";757353
2021-05-02;"SPPO";549879
2021-05-03;"SPPO";1570157
2021-05-04;"SPPO";1609030
2021-05-05;"SPPO";1616976
2021-05-06;"SPPO";1614817
2021-05-07;"SPPO";1536592
2021-05-08;"SPPO";1008515
2021-05-09;"SPPO";590156
2021-05-10;"SPPO";1572872
2021-05-11;"SPPO";1616509
2021-05-12;"SPPO";1605709
2021-05-13;"SPPO";1513642
2021-05-14;"SPPO";1604364
2021-05-15;"SPPO";1005748
2021-05-16;"SPPO";563326
2021-05-17;"SPPO";1579095
2021-05-18;"SPPO";1577940
2021-05-19;"SPPO";1600591
2021-05-20;"SPPO";1607745
2021-05-21;"SPPO";1603127
2021-05-22;"SPPO";996711
2021-05-23;"SPPO";568726
2021-05-24;"SPPO";1549695
2021-05-25;"SPPO";1598479
2021-05-26;"SPPO";1603676
2021-05-27;"SPPO";1597566
2021-05-28;"SPPO";1610626
2021-05-29;"SPPO";999572
2021-05-30;"SPPO";536563
2021-05-31;"SPPO";1425449
2021-06-01;"SPPO";1674561
2021-06-02;"SPPO";1725675
2021-06-03;"SPPO";791009
2021-06-04;"SPPO";1578831
2021-06-05;"SPPO";1063379
2021-06-06;"SPPO";626291
2021-06-07;"SPPO";1701573
2021-06-08;"SPPO";1713292
2021-06-09;"SPPO";1680278
2021-06-10;"SPPO";1697611
2021-06-11;"SPPO";1671820
2021-06-12;"SPPO";1055301
2021-06-13;"SPPO";582645
2021-06-14;"SPPO";1651531
2021-06-15;"SPPO";1690587
2021-06-16;"SPPO";1681012
2021-06-17;"SPPO";1588876
2021-06-18;"SPPO";1661910
2021-06-19;"SPPO";1034094
2021-06-20;"SPPO";587201
2021-06-21;"SPPO";1629950
2021-06-22;"SPPO";1626699
2021-06-23;"SPPO";1647823
2021-06-24;"SPPO";1677749
2021-06-25;"SPPO";1680161
2021-06-26;"SPPO";1053660
2021-06-27;"SPPO";606817
2021-06-28;"SPPO";1636647
2021-06-29;"SPPO";1618882
2021-06-30;"SPPO";1629069
2021-07-01;"SPPO";1723165
2021-07-02;"SPPO";1745524
2021-07-03;"SPPO";1091758
2021-07-04;"SPPO";594348
2021-07-05;"SPPO";1680841
2021-07-06;"SPPO";1746942
2021-07-07;"SPPO";1772012
2021-07-08;"SPPO";1775662
2021-07-09;"SPPO";1769182
2021-07-10;"SPPO";1125479
2021-07-11;"SPPO";630184
2021-07-12;"SPPO";1711264
2021-07-13;"SPPO";1733716
2021-07-14;"SPPO";1739512
2021-07-15;"SPPO";1734759
2021-07-16;"SPPO";1712644
2021-07-17;"SPPO";1078864
2021-07-18;"SPPO";606677
2021-07-19;"SPPO";1631915
2021-07-20;"SPPO";1657056
2021-07-21;"SPPO";1658947
2021-07-22;"SPPO";1660564
2021-07-23;"SPPO";1667248
2021-07-24;"SPPO";1074964
2021-07-25;"SPPO";632545
2021-07-26;"SPPO";1628779
2021-07-27;"SPPO";1679060
2021-07-28;"SPPO";1530043
2021-07-29;"SPPO";1607792
2021-07-30;"SPPO";1705344
2021-07-31;"SPPO";1054568
2021-08-01;"SPPO";626369
2021-08-02;"SPPO";1754025
2021-08-03;"SPPO";1762260
2021-08-04;"SPPO";1790567
2021-08-05;"SPPO";1829289
2021-08-06;"SPPO";1834694
2021-08-07;"SPPO";1169405
2021-08-08;"SPPO";677526
2021-08-09;"SPPO";1773251
2021-08-10;"SPPO";1824985
2021-08-11;"SPPO";1794704
2021-08-12;"SPPO";1660268
2021-08-13;"SPPO";1716521
2021-08-14;"SPPO";1061881
2021-08-15;"SPPO";624776
2021-08-16;"SPPO";1736341
2021-08-17;"SPPO";1783000
2021-08-18;"SPPO";1797060
2021-08-19;"SPPO";1796405
2021-08-20;"SPPO";1782025
2021-08-21;"SPPO";1138561
2021-08-22;"SPPO";671528
2021-08-23;"SPPO";1742475
2021-08-24;"SPPO";1789830
2021-08-25;"SPPO";1798973
2021-08-26;"SPPO";1808918
2021-08-27;"SPPO";1764373
2021-08-28;"SPPO";1084666
2021-08-29;"SPPO";602173
2021-08-30;"SPPO";1705845
2021-08-31;"SPPO";1697202
2021-09-01;"SPPO";1842408
2021-09-02;"SPPO";1915331
2021-09-03;"SPPO";1932142
2021-09-04;"SPPO";1208738
2021-09-05;"SPPO";681777
2021-09-06;"SPPO";1608191
2021-09-07;"SPPO";744379
2021-09-08;"SPPO";1950950
2021-09-09;"SPPO";1928687
2021-09-10;"SPPO";1896893
2021-09-11;"SPPO";1163073
2021-09-12;"SPPO";667081
2021-09-13;"SPPO";1875295
2021-09-14;"SPPO";1912478
2021-09-15;"SPPO";1899205
2021-09-16;"SPPO";1849957
2021-09-17;"SPPO";1854299
2021-09-18;"SPPO";1167866
2021-09-19;"SPPO";660543
2021-09-20;"SPPO";1849785
2021-09-21;"SPPO";1889845
2021-09-22;"SPPO";1850914
2021-09-23;"SPPO";1882660
2021-09-24;"SPPO";1897434
2021-09-25;"SPPO";1162300
2021-09-26;"SPPO";688119
2021-09-27;"SPPO";1837769
2021-09-28;"SPPO";1887841
2021-09-29;"SPPO";1885225
