"DATA";"SISTEMA";"TOTAL_PAX_TRANSPORTADO"
2017-07-06;"BRT";622835
2017-07-07;"BRT";626664
2017-07-08;"BRT";398255
2017-07-09;"BRT";236284
2017-07-10;"BRT";599502
2017-07-11;"BRT";601973
2017-07-12;"BRT";603513
2017-07-13;"BRT";598480
2017-07-14;"BRT";601075
2017-07-15;"BRT";393131
2017-07-16;"BRT";240114
2017-07-17;"BRT";561524
2017-07-18;"BRT";541582
2017-07-19;"BRT";536298
2017-07-20;"BRT";569640
2017-07-21;"BRT";576783
2017-07-22;"BRT";370924
2017-07-23;"BRT";226461
2017-07-24;"BRT";555168
2017-07-25;"BRT";565555
2017-07-26;"BRT";572144
2017-07-27;"BRT";579460
2017-07-28;"BRT";584438
2017-07-29;"BRT";370584
2017-07-30;"BRT";234630
2017-07-31;"BRT";578189
2017-08-01;"BRT";618380
2017-08-02;"BRT";631018
2017-08-03;"BRT";626263
2017-08-04;"BRT";619429
2017-08-05;"BRT";384324
2017-08-06;"BRT";232875
2017-08-07;"BRT";633136
2017-08-08;"BRT";645444
2017-08-09;"BRT";645006
2017-08-10;"BRT";640398
2017-08-11;"BRT";641043
2017-08-12;"BRT";395577
2017-08-13;"BRT";237479
2017-08-14;"BRT";613116
2017-08-15;"BRT";615938
2017-08-16;"BRT";609499
2017-08-17;"BRT";609725
2017-08-18;"BRT";608593
2017-08-19;"BRT";374471
2017-08-20;"BRT";217529
2017-08-21;"BRT";551104
2017-08-22;"BRT";607467
2017-08-23;"BRT";615607
2017-08-24;"BRT";600205
2017-08-25;"BRT";617803
2017-08-26;"BRT";369676
2017-08-27;"BRT";225317
2017-08-28;"BRT";593369
2017-08-29;"BRT";615654
2017-08-30;"BRT";598826
2017-08-31;"BRT";607686
2017-09-01;"BRT";632437
2017-09-02;"BRT";403877
2017-09-03;"BRT";251559
2017-09-04;"BRT";625687
2017-09-05;"BRT";662983
2017-09-06;"BRT";669497
2017-09-07;"BRT";319706
2017-09-08;"BRT";576749
2017-09-09;"BRT";422811
2017-09-10;"BRT";286883
2017-09-11;"BRT";634466
2017-09-12;"BRT";646223
2017-09-13;"BRT";642205
2017-09-14;"BRT";636831
2017-09-15;"BRT";770278
2017-09-16;"BRT";539523
2017-09-17;"BRT";364838
2017-09-18;"BRT";631380
2017-09-19;"BRT";630305
2017-09-20;"BRT";635632
2017-09-21;"BRT";723942
2017-09-22;"BRT";759783
2017-09-23;"BRT";532335
2017-09-24;"BRT";389228
2017-09-25;"BRT";619476
2017-09-26;"BRT";623096
2017-09-27;"BRT";609464
2017-09-28;"BRT";612454
2017-09-29;"BRT";633610
2017-09-30;"BRT";343368
2017-10-01;"BRT";304069
2017-10-02;"BRT";545458
2017-10-03;"BRT";547941
2017-10-04;"BRT";571588
2017-10-05;"BRT";595382
2017-10-06;"BRT";581974
2017-10-07;"BRT";408889
2017-10-08;"BRT";314789
2017-10-09;"BRT";574129
2017-10-10;"BRT";587508
2017-10-11;"BRT";599162
2017-10-12;"BRT";348611
2017-10-13;"BRT";488667
2017-10-14;"BRT";400234
2017-10-15;"BRT";298730
2017-10-16;"BRT";472951
2017-10-17;"BRT";593155
2017-10-18;"BRT";581820
2017-10-19;"BRT";587225
2017-10-20;"BRT";576075
2017-10-21;"BRT";426425
2017-10-22;"BRT";303653
2017-10-23;"BRT";543047
2017-10-24;"BRT";569255
2017-10-25;"BRT";563279
2017-10-26;"BRT";569071
2017-10-27;"BRT";563314
2017-10-28;"BRT";398431
2017-10-29;"BRT";298287
2017-10-30;"BRT";554696
2017-10-31;"BRT";555550
2017-11-01;"BRT";647406
2017-11-02;"BRT";257928
2017-11-03;"BRT";546030
2017-11-04;"BRT";379817
2017-11-05;"BRT";232828
2017-11-06;"BRT";630367
2017-11-07;"BRT";646742
2017-11-08;"BRT";655028
2017-11-09;"BRT";650627
2017-11-10;"BRT";647309
2017-11-11;"BRT";353789
2017-11-12;"BRT";237267
2017-11-13;"BRT";632636
2017-11-14;"BRT";654115
2017-11-15;"BRT";297550
2017-11-16;"BRT";635052
2017-11-17;"BRT";633278
2017-11-18;"BRT";383370
2017-11-19;"BRT";269049
2017-11-20;"BRT";224012
2017-11-21;"BRT";633729
2017-11-22;"BRT";620814
2017-11-23;"BRT";617562
2017-11-24;"BRT";646779
2017-11-25;"BRT";388343
2017-11-26;"BRT";227447
2017-11-27;"BRT";608752
2017-11-28;"BRT";599061
2017-11-29;"BRT";626891
2017-11-30;"BRT";634045
2017-12-01;"BRT";644396
2017-12-02;"BRT";406915
2017-12-03;"BRT";244998
2017-12-04;"BRT";619447
2017-12-05;"BRT";634471
2017-12-06;"BRT";642928
2017-12-07;"BRT";637034
2017-12-08;"BRT";624293
2017-12-09;"BRT";410297
2017-12-10;"BRT";253863
2017-12-11;"BRT";616180
2017-12-12;"BRT";604824
2017-12-13;"BRT";617556
2017-12-14;"BRT";618140
2017-12-15;"BRT";631332
2017-12-16;"BRT";415927
2017-12-17;"BRT";265784
2017-12-18;"BRT";592070
2017-12-19;"BRT";598261
2017-12-20;"BRT";606361
2017-12-21;"BRT";589923
2017-12-22;"BRT";569108
2017-12-23;"BRT";367951
2017-12-24;"BRT";211177
2017-12-25;"BRT";168060
2017-12-26;"BRT";470442
2017-12-27;"BRT";513757
2017-12-28;"BRT";508475
2017-12-29;"BRT";488981
2017-12-30;"BRT";323238
2017-12-31;"BRT";214199
2018-01-01;"BRT";192706
2018-01-02;"BRT";471063
2018-01-03;"BRT";517409
2018-01-04;"BRT";505936
2018-01-05;"BRT";540876
2018-01-06;"BRT";354616
2018-01-07;"BRT";188141
2018-01-08;"BRT";504312
2018-01-09;"BRT";561090
2018-01-10;"BRT";571465
2018-01-11;"BRT";568039
2018-01-12;"BRT";561016
2018-01-13;"BRT";363361
2018-01-14;"BRT";221572
2018-01-15;"BRT";543152
2018-01-16;"BRT";560927
2018-01-17;"BRT";567191
2018-01-18;"BRT";572291
2018-01-19;"BRT";575418
2018-01-20;"BRT";328297
2018-01-21;"BRT";225842
2018-01-22;"BRT";545726
2018-01-23;"BRT";562146
2018-01-24;"BRT";570443
2018-01-25;"BRT";561931
2018-01-26;"BRT";556197
2018-01-27;"BRT";352575
2018-01-28;"BRT";227915
2018-01-29;"BRT";543756
2018-01-30;"BRT";512377
2018-01-31;"BRT";238942
2018-02-01;"BRT";593613
2018-02-02;"BRT";600422
2018-02-03;"BRT";394513
2018-02-04;"BRT";251514
2018-02-05;"BRT";578005
2018-02-06;"BRT";600444
2018-02-07;"BRT";602316
2018-02-08;"BRT";603377
2018-02-09;"BRT";560749
2018-02-10;"BRT";360291
2018-02-11;"BRT";253659
2018-02-12;"BRT";279276
2018-02-13;"BRT";203630
2018-02-14;"BRT";293007
2018-02-15;"BRT";342733
2018-02-16;"BRT";482379
2018-02-17;"BRT";347080
2018-02-18;"BRT";213744
2018-02-19;"BRT";590428
2018-02-20;"BRT";602207
2018-02-21;"BRT";591828
2018-02-22;"BRT";591076
2018-02-23;"BRT";577911
2018-02-24;"BRT";358473
2018-02-25;"BRT";211532
2018-02-26;"BRT";591087
2018-02-27;"BRT";590884
2018-02-28;"BRT";475228
2018-03-01;"BRT";603659
2018-03-02;"BRT";604614
2018-03-03;"BRT";360076
2018-03-04;"BRT";216965
2018-03-05;"BRT";593052
2018-03-06;"BRT";606609
2018-03-07;"BRT";608503
2018-03-08;"BRT";565959
2018-03-09;"BRT";596502
2018-03-10;"BRT";369328
2018-03-11;"BRT";223035
2018-03-12;"BRT";601909
2018-03-13;"BRT";600746
2018-03-14;"BRT";603228
2018-03-15;"BRT";598195
2018-03-16;"BRT";602926
2018-03-17;"BRT";358172
2018-03-18;"BRT";217719
2018-03-19;"BRT";588665
2018-03-20;"BRT";604276
2018-03-21;"BRT";595361
2018-03-22;"BRT";570652
2018-03-23;"BRT";599362
2018-03-24;"BRT";361374
2018-03-25;"BRT";219860
2018-03-26;"BRT";584278
2018-03-27;"BRT";604063
2018-03-28;"BRT";608108
2018-03-29;"BRT";564842
2018-03-30;"BRT";238083
2018-03-31;"BRT";315924
2018-04-01;"BRT";186999
2018-04-02;"BRT";511532
2018-04-03;"BRT";517973
2018-04-04;"BRT";524580
2018-04-05;"BRT";537645
2018-04-06;"BRT";537762
2018-04-07;"BRT";324098
2018-04-08;"BRT";196245
2018-04-09;"BRT";517680
2018-04-10;"BRT";543089
2018-04-11;"BRT";525094
2018-04-12;"BRT";527466
2018-04-13;"BRT";530756
2018-04-14;"BRT";320690
2018-04-15;"BRT";170281
2018-04-16;"BRT";507287
2018-04-17;"BRT";527108
2018-04-18;"BRT";530523
2018-04-19;"BRT";526170
2018-04-20;"BRT";532795
2018-04-21;"BRT";249592
2018-04-22;"BRT";182957
2018-04-23;"BRT";208568
2018-04-24;"BRT";519387
2018-04-25;"BRT";520174
2018-04-26;"BRT";525944
2018-04-27;"BRT";530130
2018-04-28;"BRT";308066
2018-04-29;"BRT";183003
2018-04-30;"BRT";432793
2018-05-01;"BRT";237021
2018-05-02;"BRT";585332
2018-05-03;"BRT";587480
2018-05-04;"BRT";592223
2018-05-05;"BRT";358620
2018-05-06;"BRT";211538
2018-05-07;"BRT";580503
2018-05-08;"BRT";579943
2018-05-09;"BRT";592497
2018-05-10;"BRT";599446
2018-05-11;"BRT";591340
2018-05-12;"BRT";355832
2018-05-13;"BRT";209922
2018-05-14;"BRT";554754
2018-05-15;"BRT";581826
2018-05-16;"BRT";584542
2018-05-17;"BRT";571895
2018-05-18;"BRT";585590
2018-05-19;"BRT";331101
2018-05-20;"BRT";202006
2018-05-21;"BRT";555378
2018-05-22;"BRT";563166
2018-05-23;"BRT";550587
2018-05-24;"BRT";373314
2018-05-25;"BRT";336308
2018-05-26;"BRT";42381
2018-05-27;"BRT";76346
2018-05-28;"BRT";296799
2018-05-29;"BRT";407171
2018-05-30;"BRT";476848
2018-05-31;"BRT";206891
2018-06-01;"BRT";444528
2018-06-02;"BRT";301022
2018-06-03;"BRT";167706
2018-06-04;"BRT";514732
2018-06-05;"BRT";559147
2018-06-06;"BRT";565801
2018-06-07;"BRT";558730
2018-06-08;"BRT";563609
2018-06-09;"BRT";344461
2018-06-10;"BRT";198266
2018-06-11;"BRT";369505
2018-06-12;"BRT";545505
2018-06-13;"BRT";554973
2018-06-14;"BRT";520864
2018-06-15;"BRT";534412
2018-06-16;"BRT";315399
2018-06-17;"BRT";165807
2018-06-18;"BRT";499612
2018-06-19;"BRT";543795
2018-06-20;"BRT";537107
2018-06-21;"BRT";562010
2018-06-22;"BRT";413538
2018-06-23;"BRT";318462
2018-06-24;"BRT";183158
2018-06-25;"BRT";529077
2018-06-26;"BRT";547849
2018-06-27;"BRT";433453
2018-06-28;"BRT";546884
2018-06-29;"BRT";556191
2018-06-30;"BRT";320069
2018-07-01;"BRT";246537
2018-07-02;"BRT";428680
2018-07-03;"BRT";608731
2018-07-04;"BRT";584994
2018-07-05;"BRT";596912
2018-07-06;"BRT";501817
2018-07-07;"BRT";380130
2018-07-08;"BRT";255738
2018-07-09;"BRT";597879
2018-07-10;"BRT";563280
2018-07-11;"BRT";561082
2018-07-12;"BRT";559900
2018-07-13;"BRT";585708
2018-07-14;"BRT";380451
2018-07-15;"BRT";234758
2018-07-16;"BRT";557379
2018-07-17;"BRT";569266
2018-07-18;"BRT";554629
2018-07-19;"BRT";536041
2018-07-20;"BRT";571443
2018-07-21;"BRT";388729
2018-07-22;"BRT";244050
2018-07-23;"BRT";541689
2018-07-24;"BRT";556604
2018-07-25;"BRT";540494
2018-07-26;"BRT";538080
2018-07-27;"BRT";569075
2018-07-28;"BRT";382783
2018-07-29;"BRT";247894
2018-07-30;"BRT";558920
2018-07-31;"BRT";548862
2018-08-01;"BRT";508927
2018-08-02;"BRT";505243
2018-08-03;"BRT";511500
2018-08-04;"BRT";306215
2018-08-05;"BRT";183844
2018-08-06;"BRT";497494
2018-08-07;"BRT";520265
2018-08-08;"BRT";545481
2018-08-09;"BRT";539237
2018-08-10;"BRT";538299
2018-08-11;"BRT";325389
2018-08-12;"BRT";180931
2018-08-13;"BRT";510335
2018-08-14;"BRT";530238
2018-08-15;"BRT";542245
2018-08-16;"BRT";536218
2018-08-17;"BRT";539176
2018-08-18;"BRT";334404
2018-08-19;"BRT";203864
2018-08-20;"BRT";512026
2018-08-21;"BRT";531732
2018-08-22;"BRT";532162
2018-08-23;"BRT";535560
2018-08-24;"BRT";529085
2018-08-25;"BRT";301364
2018-08-26;"BRT";151482
2018-08-27;"BRT";496319
2018-08-28;"BRT";518842
2018-08-29;"BRT";533366
2018-08-30;"BRT";532508
2018-08-31;"BRT";540552
2018-09-01;"BRT";353351
2018-09-02;"BRT";214359
2018-09-03;"BRT";556152
2018-09-04;"BRT";555043
2018-09-05;"BRT";579980
2018-09-06;"BRT";600229
2018-09-07;"BRT";267013
2018-09-08;"BRT";338550
2018-09-09;"BRT";218324
2018-09-10;"BRT";561445
2018-09-11;"BRT";577653
2018-09-12;"BRT";566242
2018-09-13;"BRT";573865
2018-09-14;"BRT";564862
2018-09-15;"BRT";334541
2018-09-16;"BRT";197042
2018-09-17;"BRT";544604
2018-09-18;"BRT";559211
2018-09-19;"BRT";554689
2018-09-20;"BRT";566188
2018-09-21;"BRT";557573
2018-09-22;"BRT";336690
2018-09-23;"BRT";207874
2018-09-24;"BRT";550413
2018-09-25;"BRT";561676
2018-09-26;"BRT";563696
2018-09-27;"BRT";547858
2018-09-28;"BRT";547129
2018-09-29;"BRT";321105
2018-09-30;"BRT";198195
2018-10-01;"BRT";552316
2018-10-02;"BRT";580982
2018-10-03;"BRT";578472
2018-10-04;"BRT";565533
2018-10-05;"BRT";559457
2018-10-06;"BRT";338736
2018-10-07;"BRT";264662
2018-10-08;"BRT";530599
2018-10-09;"BRT";567551
2018-10-10;"BRT";586173
2018-10-11;"BRT";587207
2018-10-12;"BRT";244308
2018-10-13;"BRT";321050
2018-10-14;"BRT";185327
2018-10-15;"BRT";346745
2018-10-16;"BRT";584806
2018-10-17;"BRT";585518
2018-10-18;"BRT";586965
2018-10-19;"BRT";575628
2018-10-20;"BRT";347418
2018-10-21;"BRT";205188
2018-10-22;"BRT";565120
2018-10-23;"BRT";581103
2018-10-24;"BRT";584742
2018-10-25;"BRT";567958
2018-10-26;"BRT";567271
2018-10-27;"BRT";332759
2018-10-28;"BRT";259957
2018-10-29;"BRT";543392
2018-10-30;"BRT";577095
2018-10-31;"BRT";582291
2018-11-01;"BRT";593780
2018-11-02;"BRT";236776
2018-11-03;"BRT";324999
2018-11-04;"BRT";196045
2018-11-05;"BRT";554186
2018-11-06;"BRT";580579
2018-11-07;"BRT";571939
2018-11-08;"BRT";540901
2018-11-09;"BRT";581938
2018-11-10;"BRT";348448
2018-11-11;"BRT";215854
2018-11-12;"BRT";578973
2018-11-13;"BRT";589172
2018-11-14;"BRT";603911
2018-11-15;"BRT";274639
2018-11-16;"BRT";480369
2018-11-17;"BRT";328948
2018-11-18;"BRT";232943
2018-11-19;"BRT";447527
2018-11-20;"BRT";214686
2018-11-21;"BRT";574187
2018-11-22;"BRT";583238
2018-11-23;"BRT";587669
2018-11-24;"BRT";343642
2018-11-25;"BRT";200461
2018-11-26;"BRT";527549
2018-11-27;"BRT";568692
2018-11-28;"BRT";572618
2018-11-29;"BRT";578203
2018-11-30;"BRT";579893
2018-12-01;"BRT";356947
2018-12-02;"BRT";209008
2018-12-03;"BRT";573223
2018-12-04;"BRT";585305
2018-12-05;"BRT";589430
2018-12-06;"BRT";592277
2018-12-07;"BRT";586416
2018-12-08;"BRT";355649
2018-12-09;"BRT";223406
2018-12-10;"BRT";584661
2018-12-11;"BRT";589365
2018-12-12;"BRT";591184
2018-12-13;"BRT";579140
2018-12-14;"BRT";592276
2018-12-15;"BRT";389704
2018-12-16;"BRT";251744
2018-12-17;"BRT";571224
2018-12-18;"BRT";565324
2018-12-19;"BRT";559997
2018-12-20;"BRT";568523
2018-12-21;"BRT";564218
2018-12-22;"BRT";365689
2018-12-23;"BRT";241991
2018-12-24;"BRT";285190
2018-12-25;"BRT";131225
2018-12-26;"BRT";447385
2018-12-27;"BRT";480579
2018-12-28;"BRT";483692
2018-12-29;"BRT";329946
2018-12-30;"BRT";220303
2018-12-31;"BRT";281409
2019-01-01;"BRT";161073
2019-01-02;"BRT";387575
2019-01-03;"BRT";428729
2019-01-04;"BRT";395922
2019-01-05;"BRT";278221
2019-01-06;"BRT";177348
2019-01-07;"BRT";460548
2019-01-08;"BRT";461563
2019-01-09;"BRT";459217
2019-01-10;"BRT";465010
2019-01-11;"BRT";466898
2019-01-12;"BRT";303001
2019-01-13;"BRT";194936
2019-01-14;"BRT";453239
2019-01-15;"BRT";460762
2019-01-16;"BRT";462381
2019-01-17;"BRT";465576
2019-01-18;"BRT";463004
2019-01-19;"BRT";293380
2019-01-20;"BRT";179622
2019-01-21;"BRT";443752
2019-01-22;"BRT";450906
2019-01-23;"BRT";451482
2019-01-24;"BRT";455245
2019-01-25;"BRT";451821
2019-01-26;"BRT";287313
2019-01-27;"BRT";184254
2019-01-28;"BRT";442513
2019-01-29;"BRT";451311
2019-01-30;"BRT";453503
2019-01-31;"BRT";455576
2019-02-01;"BRT";520497
2019-02-02;"BRT";376265
2019-02-03;"BRT";192188
2019-02-04;"BRT";491873
2019-02-05;"BRT";498735
2019-02-06;"BRT";525699
2019-02-07;"BRT";481643
2019-02-08;"BRT";545101
2019-02-09;"BRT";336744
2019-02-10;"BRT";195751
2019-02-11;"BRT";486020
2019-02-12;"BRT";544275
2019-02-13;"BRT";433400
2019-02-14;"BRT";549999
2019-02-15;"BRT";550749
2019-02-16;"BRT";310338
2019-02-17;"BRT";179951
2019-02-18;"BRT";508116
2019-02-19;"BRT";550792
2019-02-20;"BRT";552092
2019-02-21;"BRT";547551
2019-02-22;"BRT";550234
2019-02-23;"BRT";333396
2019-02-24;"BRT";195960
2019-02-25;"BRT";515725
2019-02-26;"BRT";536498
2019-02-27;"BRT";544431
2019-02-28;"BRT";533322
2019-03-01;"BRT";484340
2019-03-02;"BRT";273791
2019-03-03;"BRT";186933
2019-03-04;"BRT";225922
2019-03-05;"BRT";183831
2019-03-06;"BRT";276081
2019-03-07;"BRT";464220
2019-03-08;"BRT";479475
2019-03-09;"BRT";312772
2019-03-10;"BRT";188417
2019-03-11;"BRT";520957
2019-03-12;"BRT";549080
2019-03-13;"BRT";539622
2019-03-14;"BRT";538305
2019-03-15;"BRT";543215
2019-03-16;"BRT";313472
2019-03-17;"BRT";185486
2019-03-18;"BRT";500407
2019-03-19;"BRT";536812
2019-03-20;"BRT";527748
2019-03-21;"BRT";512629
2019-03-22;"BRT";529022
2019-03-23;"BRT";313947
2019-03-24;"BRT";178266
2019-03-25;"BRT";531375
2019-03-26;"BRT";546250
2019-03-27;"BRT";535821
2019-03-28;"BRT";541157
2019-03-29;"BRT";537507
2019-03-30;"BRT";317077
2019-03-31;"BRT";180237
2019-04-01;"BRT";536381
2019-04-02;"BRT";551615
2019-04-03;"BRT";562002
2019-04-04;"BRT";554197
2019-04-05;"BRT";539598
2019-04-06;"BRT";318781
2019-04-07;"BRT";183847
2019-04-08;"BRT";525544
2019-04-09;"BRT";285444
2019-04-10;"BRT";500738
2019-04-11;"BRT";554651
2019-04-12;"BRT";545529
2019-04-13;"BRT";320180
2019-04-14;"BRT";171943
2019-04-15;"BRT";525711
2019-04-16;"BRT";545341
2019-04-17;"BRT";541953
2019-04-18;"BRT";518601
2019-04-19;"BRT";200189
2019-04-20;"BRT";279400
2019-04-21;"BRT";168412
2019-04-22;"BRT";414723
2019-04-23;"BRT";207364
2019-04-24;"BRT";527049
2019-04-25;"BRT";536497
2019-04-26;"BRT";530359
2019-04-27;"BRT";311650
2019-04-28;"BRT";173307
2019-04-29;"BRT";485990
2019-04-30;"BRT";487283
2019-05-01;"BRT";192851
2019-05-02;"BRT";521677
2019-05-03;"BRT";526704
2019-05-04;"BRT";309823
2019-05-05;"BRT";177574
2019-05-06;"BRT";519102
2019-05-07;"BRT";517547
2019-05-08;"BRT";525203
2019-05-09;"BRT";528669
2019-05-10;"BRT";528639
2019-05-11;"BRT";312179
2019-05-12;"BRT";179739
2019-05-13;"BRT";475339
2019-05-14;"BRT";489496
2019-05-15;"BRT";483690
2019-05-16;"BRT";514359
2019-05-17;"BRT";488683
2019-05-18;"BRT";289131
2019-05-19;"BRT";171036
2019-05-20;"BRT";514058
2019-05-21;"BRT";524370
2019-05-22;"BRT";524932
2019-05-23;"BRT";523976
2019-05-24;"BRT";522356
2019-05-25;"BRT";302097
2019-05-26;"BRT";171206
2019-05-27;"BRT";506025
2019-05-28;"BRT";521006
2019-05-29;"BRT";515745
2019-05-30;"BRT";510638
2019-05-31;"BRT";504236
2019-06-01;"BRT";283523
2019-06-02;"BRT";155389
2019-06-03;"BRT";481576
2019-06-04;"BRT";489207
2019-06-05;"BRT";503984
2019-06-06;"BRT";522112
2019-06-07;"BRT";541961
2019-06-08;"BRT";307829
2019-06-09;"BRT";173932
2019-06-10;"BRT";517303
2019-06-11;"BRT";531191
2019-06-12;"BRT";535230
2019-06-13;"BRT";526041
2019-06-14;"BRT";496239
2019-06-15;"BRT";308759
2019-06-16;"BRT";182058
2019-06-17;"BRT";506351
2019-06-18;"BRT";535428
2019-06-19;"BRT";534028
2019-06-20;"BRT";206475
2019-06-21;"BRT";423390
2019-06-22;"BRT";276852
2019-06-23;"BRT";164987
2019-06-24;"BRT";498792
2019-06-25;"BRT";508645
2019-06-26;"BRT";511892
2019-06-27;"BRT";513624
2019-06-28;"BRT";511015
2019-06-29;"BRT";298190
2019-06-30;"BRT";168349
2019-07-01;"BRT";504667
2019-07-02;"BRT";519929
2019-07-03;"BRT";522566
2019-07-04;"BRT";513993
2019-07-05;"BRT";498575
2019-07-06;"BRT";299738
2019-07-07;"BRT";168516
2019-07-08;"BRT";494532
2019-07-09;"BRT";509095
2019-07-10;"BRT";515484
2019-07-11;"BRT";511315
2019-07-12;"BRT";507635
2019-07-13;"BRT";304627
2019-07-14;"BRT";174646
2019-07-15;"BRT";473583
2019-07-16;"BRT";471767
2019-07-17;"BRT";471966
2019-07-18;"BRT";475661
2019-07-19;"BRT";485026
2019-07-20;"BRT";298300
2019-07-21;"BRT";171662
2019-07-22;"BRT";461384
2019-07-23;"BRT";472134
2019-07-24;"BRT";478923
2019-07-25;"BRT";494281
2019-07-26;"BRT";491239
2019-07-27;"BRT";307813
2019-07-28;"BRT";183333
2019-07-29;"BRT";472096
2019-07-30;"BRT";490268
2019-07-31;"BRT";454159
2019-08-01;"BRT";501634
2019-08-02;"BRT";511498
2019-08-03;"BRT";261324
2019-08-04;"BRT";148484
2019-08-05;"BRT";500556
2019-08-06;"BRT";531836
2019-08-07;"BRT";537965
2019-08-08;"BRT";536231
2019-08-09;"BRT";541521
2019-08-10;"BRT";318737
2019-08-11;"BRT";179305
2019-08-12;"BRT";514417
2019-08-13;"BRT";512004
2019-08-14;"BRT";495202
2019-08-15;"BRT";486466
2019-08-16;"BRT";533749
2019-08-17;"BRT";304323
2019-08-18;"BRT";177405
2019-08-19;"BRT";507020
2019-08-20;"BRT";511984
2019-08-21;"BRT";512369
2019-08-22;"BRT";512944
2019-08-23;"BRT";515160
2019-08-24;"BRT";304733
2019-08-25;"BRT";172411
2019-08-26;"BRT";508196
2019-08-27;"BRT";522971
2019-08-28;"BRT";522910
2019-08-29;"BRT";524641
2019-08-30;"BRT";532125
2019-08-31;"BRT";319906
2019-09-01;"BRT";191738
2019-09-02;"BRT";525971
2019-09-03;"BRT";563571
2019-09-04;"BRT";549130
2019-09-05;"BRT";544163
2019-09-06;"BRT";578554
2019-09-07;"BRT";312779
2019-09-08;"BRT";226904
2019-09-09;"BRT";562645
2019-09-10;"BRT";577604
2019-09-11;"BRT";572389
2019-09-12;"BRT";570695
2019-09-13;"BRT";556001
2019-09-14;"BRT";310180
2019-09-15;"BRT";159049
2019-09-16;"BRT";546872
2019-09-17;"BRT";570115
2019-09-18;"BRT";561705
2019-09-19;"BRT";559196
2019-09-20;"BRT";558034
2019-09-21;"BRT";305949
2019-09-22;"BRT";159073
2019-09-23;"BRT";530393
2019-09-24;"BRT";564647
2019-09-25;"BRT";546883
2019-09-26;"BRT";520816
2019-09-27;"BRT";684876,9
2019-09-28;"BRT";424781,5
2019-09-29;"BRT";253542,2
2019-09-30;"BRT";521278
2019-10-01;"BRT";527931
2019-10-02;"BRT";530978
2019-10-03;"BRT";692335,3
2019-10-04;"BRT";696466,15
2019-10-05;"BRT";485320,4
2019-10-06;"BRT";340357,8
2019-10-07;"BRT";521305
2019-10-08;"BRT";516913
2019-10-09;"BRT";469957
2019-10-10;"BRT";523344
2019-10-11;"BRT";535087
2019-10-12;"BRT";258364
2019-10-13;"BRT";194707
2019-10-14;"BRT";475489
2019-10-15;"BRT";473685
2019-10-16;"BRT";516351
2019-10-17;"BRT";516839
2019-10-18;"BRT";518644
2019-10-19;"BRT";307641
2019-10-20;"BRT";163590
2019-10-21;"BRT";375141
2019-10-22;"BRT";515962
2019-10-23;"BRT";509136
2019-10-24;"BRT";504003
2019-10-25;"BRT";511477
2019-10-26;"BRT";293985
2019-10-27;"BRT";172973
2019-10-28;"BRT";460986
2019-10-29;"BRT";503800
2019-10-30;"BRT";503243
2019-10-31;"BRT";505496
2019-11-01;"BRT";514359
2019-11-02;"BRT";227237
2019-11-03;"BRT";181361
2019-11-04;"BRT";496268
2019-11-05;"BRT";512681
2019-11-06;"BRT";508327
2019-11-07;"BRT";518432
2019-11-08;"BRT";522455
2019-11-09;"BRT";377269
2019-11-10;"BRT";167114
2019-11-11;"BRT";489558
2019-11-12;"BRT";506250
2019-11-13;"BRT";514613
2019-11-14;"BRT";507924
2019-11-15;"BRT";204646
2019-11-16;"BRT";279592
2019-11-17;"BRT";167497
2019-11-18;"BRT";497797
2019-11-19;"BRT";509402
2019-11-20;"BRT";209594
2019-11-21;"BRT";510307
2019-11-22;"BRT";516531
2019-11-23;"BRT";277976
2019-11-24;"BRT";162768
2019-11-25;"BRT";483673
2019-11-26;"BRT";499520
2019-11-27;"BRT";502259
2019-11-28;"BRT";495748
2019-11-29;"BRT";510631
2019-11-30;"BRT";310658
2019-12-01;"BRT";177377
2019-12-02;"BRT";492108
2019-12-03;"BRT";512772
2019-12-04;"BRT";517503
2019-12-05;"BRT";513492
2019-12-06;"BRT";500015
2019-12-07;"BRT";322544
2019-12-08;"BRT";195060
2019-12-09;"BRT";493949
2019-12-10;"BRT";496477
2019-12-11;"BRT";459417
2019-12-12;"BRT";497783
2019-12-13;"BRT";494274
2019-12-14;"BRT";317609
2019-12-15;"BRT";195319
2019-12-16;"BRT";481830
2019-12-17;"BRT";478273
2019-12-18;"BRT";478520
2019-12-19;"BRT";480709
2019-12-20;"BRT";490576
2019-12-21;"BRT";302337
2019-12-22;"BRT";193471
2019-12-23;"BRT";417213
2019-12-24;"BRT";245902
2019-12-25;"BRT";115544
2019-12-26;"BRT";395010
2019-12-27;"BRT";420342
2019-12-28;"BRT";285357
2019-12-29;"BRT";189920
2019-12-30;"BRT";383908
2019-12-31;"BRT";250609
2020-01-01;"BRT";144330
2020-01-02;"BRT";358886
2020-01-03;"BRT";374137
2020-01-04;"BRT";260445
2020-01-05;"BRT";157312
2020-01-06;"BRT";429871
2020-01-07;"BRT";444244
2020-01-08;"BRT";441039
2020-01-09;"BRT";440453
2020-01-10;"BRT";442376
2020-01-11;"BRT";286196
2020-01-12;"BRT";177710
2020-01-13;"BRT";411185
2020-01-14;"BRT";435799
2020-01-15;"BRT";440060
2020-01-16;"BRT";437626
2020-01-17;"BRT";417779
2020-01-18;"BRT";272264
2020-01-19;"BRT";165926
2020-01-20;"BRT";194359
2020-01-21;"BRT";444031
